Departamento,Título,Resumen,Sección,Fecha,Enlace
Ayacucho,De Ayacucho a Curazao: el documental de “Impactando vidas” que muestra el poder transformador del deporte,"Estrenado en Ayacucho (Huamanga), el documental destaca cómo el fútbol impulsa el desarrollo y la superación en jóvenes de comunidades locales ha...",Fútbol peruano,26/03/2025,https://elcomercio.pe/deporte-total/futbol-peruano/de-ayacucho-a-curazao-el-documental-de-impactando-vidas-que-muestra-el-poder-transformador-del-deporte-noticia/
Cajamarca,UTC de Cajamarca vence a Alianza Universidad 2-1 | Resumen y goles de la Liga 1-2025,"Este viernes se jugó la jornada 16 del torneo peruano, partido que resultó en la victoria del UTC.",Fútbol peruano,21/06/2025,https://elcomercio.pe/deporte-total/futbol-peruano/alianza-universidad-vs-utc-hoy-en-vivo-y-online-horario-de-transmision-y-canal-de-tv-para-ver-futbol-gratis-en-directo-por-la-fecha-16-del-torneo-apertura-liga-1-2025-l1-max-youtube-video-tdpe-noticia/
Cajamarca,Indecopi remata casas en Lima y Cajamarca este 30 de mayo: entérate cómo participar,"Hoy puedes formar parte de concurso donde entidad de Gobierno, estará licitando más de 10 inmuebles entre los cuales resaltan tanto locales comer...",Tramites,30/05/2025,https://elcomercio.pe/respuestas/tramites/oportunidad-unica-indecopi-remata-casas-en-lima-y-cajamarca-este-30-de-mayo-enterate-como-participar-tdpe-noticia/
Cajamarca,Cajamarca: desborde del río Chotano deja tres fallecidos y viviendas inundadas,"Tres personas, entre ellas un menor, fallecieron tras ser arrastradas por el río Chotano, cuyo desborde también provocó la inundación de vivienda...",Cajamarca,01/05/2025,https://elcomercio.pe/peru/cajamarca/cajamarca-desborde-del-rio-chotano-deja-tres-fallecidos-y-viviendas-inundadas-ultimas-noticia/
Cajamarca,"Manejamos hacia Cajamarca con el Chery Tiggo 8 Pro Max: ¿Cómo se desempeñó en la carretera con su motor de 2,0 litros turbo con 7 pasajeros?","Este SUV de Chery ofrece tracción a las cuatro ruedas y tres filas de asientos, que lo hacen muy versátil para afrontar las rutas del Perú con to...",Automotriz,28/04/2025,https://elcomercio.pe/ruedas-tuercas/automotriz/manejamos-hacia-cajamarca-con-el-chery-tiggo-8-pro-max-como-se-desempeno-en-la-carretera-con-su-motor-de-20-litros-turbo-con-7-pasajeros-peru-mexico-espana-estados-unidos-noticia/
Cajamarca,¿Se suspende el partido? Alianza Lima no pudo aterrizar en Cajamarca para su duelo ante Comerciantes Unidos,La plantilla del club ‘íntimo’ no pudo aterrizar en el Aeropuerto Armando Revoredo Iglesias y tuvo que regresar a Lima.,Fútbol peruano,25/04/2025,https://elcomercio.pe/deporte-total/futbol-peruano/alianza-lima-no-pudo-aterrizar-en-cajamarca-para-su-duelo-ante-comerciantes-unidos-por-liga-1-te-apuesto-noticia/
Cajamarca,"Cajamarca, el gigante dormido del norte","“El desarrollo del portafolio de proyectos de cobre en Cajamarca permitiría una inversión no menor a US$ 25.000 millones”, analizan Víctor Gobitz...",Opinión,21/04/2025,https://elcomercio.pe/economia/opinion/cajamarca-el-gigante-dormido-del-norte-por-victor-gobitz-y-armando-gallegos-cajamarca-quilla-resources-gerens-noticia/
Cajamarca,¿Por qué Senamhi lanzó alerta ROJA en Piura y Cajamarca? Esto se sabe sobre posible fenómeno,La alerta roja exige a la población de estas regiones tomar medidas inmediatas.,Por qué,15/04/2025,https://elcomercio.pe/respuestas/por-que/por-que-senamhi-lanzo-alerta-roja-en-piura-y-cajamarca-esto-se-sabe-sobre-posible-fenomeno-tdpe-noticia/
Cajamarca,UTC Cajamarca ganó 1 - 0 a Ayacucho FC por la jornada 8 de la Liga 1,UTC Cajamarca venció 1 - 0 a Ayacucho FC con gol de Jarlin Quintero por la jornada 8 de la Liga 1 Te Apuesto 2025.,Fútbol peruano,11/04/2025,https://elcomercio.pe/deporte-total/futbol-peruano/ayacucho-fc-vs-utc-cajamarca-hoy-en-vivo-por-liga-1-en-directo-l1-max-horario-canales-tv-y-como-ver-en-directo-futbol-gratis-youtube-video-tdpe-noticia/
Cajamarca,¡Remontada en Cajamarca! UTC le dio vuelta al marcador a Sporting Cristal | VIDEO,El conjunto cajamarquino no se amilanó ante el primer gol de ‘Canchita’ Gonzáles y logró remontar el marcador en el primer tiempo.,Fútbol peruano,06/04/2025,https://elcomercio.pe/deporte-total/futbol-peruano/goles-de-la-remontada-de-utc-vs-sporting-cristal-por-liga-1-te-apuesto-video-noticia/
Cajamarca,EsSalud: realizan más de 100 cirugías oftalmológicas a pacientes de Cajamarca,"Durante la campaña “Verte otra vez” de Hospital Perú se efectuaron 97 operaciones de cataratas, así como procedimientos de blefaroplastia, cirugí...",Sucesos,22/03/2025,https://elcomercio.pe/lima/sucesos/essalud-realizan-mas-de-100-cirugias-oftalmologicas-a-pacientes-de-cajamarca-noticia/
Cajamarca,"Carnaval de Cajamarca: un viaje de colores, comparsas y tradiciones populares que nunca mueren","Más que una fiesta, el carnaval más popular del país es un rito que envuelve a la ciudad en música, pintura y baile. Durante cinco días, la ident...",Somos,20/03/2025,https://elcomercio.pe/somos/carnaval-de-cajamarca-un-viaje-de-colores-tradiciones-y-comparsas-historia-viaje-noticia/
Cajamarca,Cajamarca: Intensas lluvias y tormentas eléctricas afectan San Miguel y San Pablo,El Senamhi reportó acumulaciones de hasta 43 mm en las provincias cajamarquinas. Se prevé nuevas precipitaciones y cambios de temperatura en los ...,Cajamarca,18/03/2025,https://elcomercio.pe/peru/cajamarca/cajamarca-intensas-lluvias-y-tormentas-electricas-afectan-san-miguel-y-san-pablo-senamhi-clima-temperaturas-fenomeno-el-nino-ultimas-noticia/
Cajamarca,"Evalúan nuevo proyecto minero en Cajamarca, TC debate sobre plazuela de San Francisco y un nuevo retraso en el aeropuerto Jorge Chávez",Revisa aquí los comentarios editoriales de El Comercio este martes 18  de marzo.,Columnistas,18/03/2025,https://elcomercio.pe/opinion/columnistas/evaluan-nuevo-proyecto-minero-en-cajamarca-tc-debate-sobre-plazuela-de-san-francisco-y-un-nuevo-retraso-en-el-aeropuerto-jorge-chavez-noticia/
Cajamarca,MMG evalúa retomar el proyecta minero Galeno en Cajamarca,"Actualmente, el proyecto representa una inversión CAPEX de US$3.500 millones y se encuentra en etapa de prefactibilidad.",Perú,17/03/2025,https://elcomercio.pe/economia/peru/mmg-evalua-retomar-el-proyecta-minero-galeno-en-cajamarca-i-ultimas-noticia/
Cajamarca,¿Vas al Carnaval de Cajamarca 2025? Estos son los 5 restaurantes en los que debes comer en la ciudad,"Cajamarca recibirá a muchos turistas este fin de semana por motivo de la celebración del Carnaval, por ello, te compartimos algunos espacios gast...",Tendencias,06/03/2025,https://elcomercio.pe/provecho/tendencias/vas-al-carnaval-de-cajamarca-2025-estos-son-los-5-restaurantes-en-los-que-debes-comer-en-la-ciudad-noticia/
Cajamarca,"Cajamarca en alerta: Ríos Cajamarquino, Crisnejas y Marañón ingresan a umbral rojo","Las intensas lluvias en Cajamarca han provocado el incremento del caudal de los ríos Cajamarquino, Crisnejas y Marañón, los cuales han alcanzado ...",Perú,03/03/2025,https://elcomercio.pe/peru/cajamarca-en-alerta-rios-cajamarquino-crisnejas-y-maranon-ingresan-a-umbral-rojo-ultimas-noticia/
Cajamarca,Cajamarca: lluvias intensas dejan 18 viviendas afectadas en Jaén y Celendín,Atención. Senamhi advirtió que las lluvias se mantendrán esta semana en casi toda la región Cajamarca.,Perú,19/02/2025,https://elcomercio.pe/peru/cajamarca-lluvias-intensas-dejan-18-viviendas-afectadas-en-jaen-y-celendin-ultimas-noticia/
Cajamarca,Cajamarca podría convertirse en la primera región productora de cobre,Ejecutar proyectos de cobre en cartera aumentaría la producción en 73% y haría que el Perú vuelva a ser el segundo productor mundial. Tramitologí...,Perú,16/02/2025,https://elcomercio.pe/economia/peru/cajamarca-podria-convertirse-en-la-primera-region-productora-de-cobre-noticia/
Cajamarca,Dina Boluarte anuncia inversión de más de $2000 millones en tratamiento de agua para Cajamarca,La presidenta Dina Boluarte alcanzó un acuerdo para un megaproyecto que contempla la construcción de dos plantas de tratamiento de agua destinada...,Economía,22/01/2025,https://elcomercio.pe/economia/dina-boluarte-anuncia-inversion-de-mas-de-2000-millones-en-tratamiento-de-agua-para-cajamarca-ultimas-noticia/
Cajamarca,Carnavales de Cajamarca 2025: ¿cuándo comienza y cómo se celebra?,"Una de las fiestas más grandes, alegres y esperadas en Perú, como lo es el Carnaval de Cajamarca, está a punto de iniciar y se espera recibir a m...",Trends,22/01/2025,https://elcomercio.pe/respuestas/trends/carnavales-de-cajamarca-2025-cuando-inician-y-como-se-celebran-tdpe-noticia/
Cajamarca,"Fiscalía: “Se corroboró que subprefectos de Cajamarca, San Martín y Lima fueron nombrados de manera directa y personal”","Durante las diligencias en la Dirección General de Gobierno Interior, la Fiscalía halló documentos que corroboran irregularidades en el nombramie...",Actualidad,14/01/2025,https://elcomercio.pe/politica/actualidad/fiscalia-se-corroboro-que-subprefectos-de-cajamarca-san-martin-y-lima-fueron-nombrados-de-manera-directa-y-personal-nicanor-boluarte-ultimas-noticia/
Cajamarca,Cajamarca: sicarios atacan al alcalde de Guzmango y asesinan a su esposa,"El hecho ocurrió en San Benito, donde sicarios emboscaron el vehículo en el que viajaban.",Perú,13/01/2025,https://elcomercio.pe/peru/cajamarca-sicarios-atacan-al-alcalde-de-guzmango-y-asesinan-a-su-esposa-ultimas-noticia/
Cajamarca,Joven fallece aplastada por camión en trágico accidente previo a Navidad en Cajamarca,Un trágico accidente ocurrió en Cajamarca cuando un joven perdió el control de su moto y terminó debajo de un camión. Una joven de 18 años que ib...,País,27/12/2024,https://elcomercio.pe/videos/pais/cajamarca-joven-fallece-tras-ser-aplastada-por-camion-al-caer-de-moto-nnav-amtv-policial-video-noticia/
Cajamarca,Bentín Tacna Heroica se coronó campeón de la Copa Perú tras vencer a FC Cajamarca | VIDEO,Cabe precisar que por llegar a la final ambos clubes jugarán la Liga 2 en la temporada 2025.,Fútbol peruano,23/12/2024,https://elcomercio.pe/deporte-total/futbol-peruano/bentin-tacna-heroica-vencio-por-penales-a-fc-cajamarca-y-jugara-en-la-liga-2-te-apuesto-video-ultimas-noticia/
Cajamarca,Tacna Heroica vence a FC Cajamarca en tanda de penales y se convierte en el campeón de la Copa Perú 2024,Tras un intenso partido Tacna Heroica venció a FC Cajamarca convirtiéndose en campeón de la Copa Perú 2024.,Fútbol peruano,22/12/2024,https://elcomercio.pe/deporte-total/futbol-peruano/tacna-heroica-vs-fc-cajamarca-en-vivo-a-que-hora-inicia-y-donde-ver-la-final-de-la-copa-peru-2024-tdpe-noticia/
Cajamarca,FC Cajamarca vence por 4 - 2 a Juventus Huamachuco en tanda de penales y clasifica a las semifinales de la Copa Perú 2024,Revisa todos los detalles de este partido y no te pierdas los cuartos de final de la Copa Perú 2024 EN DIRECTO hoy.,Fútbol peruano,15/12/2024,https://elcomercio.pe/deporte-total/futbol-peruano/fc-cajamarca-vs-juventus-huamachuco-en-vivo-a-que-hora-juegan-y-donde-ver-la-copa-peru-2024-tdpe-noticia/
Cajamarca,"Focos de Calor en Perú: Amazonas, Cajamarca y Áncash son las regiones más afectadas por el riesgos de incendios","Los focos de calor se han identificado en múltiples provincias a nivel nacional, según SERFOR.",Perú,19/11/2024,https://elcomercio.pe/peru/focos-de-calor-en-peru-amazonas-cajamarca-y-ancash-son-las-regiones-mas-afectadas-por-el-riesgos-de-incendios-serfor-ultimas-noticia/
Cajamarca,Se entrega comisario acusado de asesinar a balazos a ingeniero municipal de Cajamarca,La PNP argumentó que el sucedido fue producto de una mala manipulación del armamento.,Cajamarca,07/10/2024,https://elcomercio.pe/peru/cajamarca/cajamarca-policia-es-acusado-de-asesinar-a-balazos-a-ingeniero-municipal-pnp-bambamarca-ultimas-noticia/
Cajamarca,Mánager de Pamela Franco responde por incumplimientos de conciertos en Cajamarca y Puno,"Irving Morales negó haber llegado a un acuerdo con la empresaria cajamarquina. En cuanto al matrimonio en Juliaca, donde Pamela Franco fue acusad...",Farándula,05/10/2024,https://elcomercio.pe/tvmas/farandula/manager-de-pamela-franco-responde-por-incumplimientos-de-conciertos-en-cajamarca-y-puno-farandula-ultimas-noticia/
Cajamarca,Pamela Franco denunciada por incumplir contratos en Puno y Cajamarca: no cantó en boda y discoteca,"Novia que contrató a Pamela Franco en su boda aseguró que tomaría acciones legales contra la cantante, asegurando que “le arruinó el día más impo...",Farándula,01/10/2024,https://elcomercio.pe/tvmas/farandula/pamela-franco-denunciada-por-incumplir-contratos-en-puno-y-cajamarca-no-canto-en-boda-y-discoteca-farandula-ultimas-noticia/
Callao,Callao: segregan carril en Morales Duárez para facilitar ingreso al nuevo aeropuerto Jorge Chávez,Medida busca mejorar el tránsito vehicular hacia el nuevo terminal aéreo. Solo podrán usar esta vía vehículos autorizados con pasajeros o persona...,Transporte,24/06/2025,https://elcomercio.pe/lima/transporte/callao-segregan-carril-en-morales-duarez-para-facilitar-ingreso-al-nuevo-aeropuerto-jorge-chavez-ultimas-noticia/
Callao,ATU instalará cámaras con botón de pánico en buses y taxis de Lima y Callao desde agosto,"Se implementarán 16,200 cámaras en más de 8,000 unidades de transporte.",Lima,21/06/2025,https://elcomercio.pe/lima/atu-instalara-camaras-con-boton-de-panico-en-buses-y-taxis-de-lima-y-callao-desde-agosto-inseguridad-ciudadana-ultimas-noticia/
Callao,Motociclistas dejan de usar chalecos reflectivos tras suspensión de sanciones en Lima y Callao,Conductores optan por circular sin chaleco mientras rige periodo de adecuación.,Lima,21/06/2025,https://elcomercio.pe/lima/motociclistas-dejan-de-usar-chalecos-reflectivos-tras-suspension-de-sanciones-en-lima-y-callao-mtc-ultimas-noticia/
Callao,"Sismo de 6,1 en el Callao: ¿Cuánto cuesta asegurar una vivienda y qué cubren? Así funcionan los seguros de todo riesgo y desgravamen","Solo el 3,5% de viviendas en el Perú cuenta con un seguro patrimonial. Tras el reciente sismo en el Callao, crece la preocupación por la baja pro...",Perú,20/06/2025,https://elcomercio.pe/economia/peru/sismo-en-lima-cuanto-cuesta-asegurar-una-vivienda-y-que-cubren-asi-funcionan-los-seguros-de-todo-riesgo-y-desgravamen-seguros-seguros-todo-riesgo-noticia/
Callao,¿Por qué los distritos tiemblan distinto ante un sismo? El mapa de suelos de Lima y Callao lo explica,El tipo de suelo y características de las construcciones determinan qué tanto daño puede causar un eventual terremoto en Lima y Callao. Mapa de C...,Lima,19/06/2025,https://elcomercio.pe/lima/sismo-en-lima-y-callao-por-que-los-distritos-tiemblan-distinto-ante-un-sismo-el-mapa-de-suelos-de-lima-y-callao-lo-explica-noticia/
Callao,"Paro de transportistas: más de 10 mil policías son desplegados en Lima y Callao para mantener el orden, reporta el Mininter",La institución anunció el despliegue de efectivos policiales y buses gratuitos para asegurar el libre tránsito durante la jornada.,Transporte,18/06/2025,https://elcomercio.pe/lima/transporte/paro-de-transportistas-mas-de-10-mil-policias-son-desplegados-en-lima-y-callao-para-mantener-el-orden-reporta-el-mininter-ultimas-noticia/
Callao,Municipalidades de Lima y Callao no pagan Essalud y ONP: registran deuda por más de S/ 2 millones en Sunat,"En 22 gestiones ediles se han generado acreencias desde 2023, sumando al historial que se arrastra desde 1990. En el histórico, se adeuda más de ...",Sucesos,18/06/2025,https://elcomercio.pe/lima/sucesos/municipalidades-de-lima-y-callao-no-pagan-essalud-y-onp-registran-deuda-por-mas-de-s-2-millones-en-sunat-jesus-maria-chorrillos-san-juan-de-lurigancho-chaclacayo-noticia/
Callao,Paro de transporte: ATU asegura que servicio público opera al 100% en Lima y Callao,Vocero de la ATU indicó que no se ha registrado afectación en el transporte urbano durante la jornada de paro convocada por gremios del sector.,Transporte,18/06/2025,https://elcomercio.pe/lima/transporte/paro-de-transporte-atu-asegura-que-servicio-publico-opera-al-100-en-lima-y-callao-ultimas-noticia/
Callao,"A qué hora inicia el Paro nacional de transportistas en Lima y Callao este 18 de junio: rutas, desvíos y todo lo que debes saber",Diversios gremios en Lima y Callao acatarán el paro de transportistas este miércoles 18 de junio. Aquí los detalles,A que Hora,17/06/2025,https://elcomercio.pe/respuestas/a-que-hora/a-que-hora-inicia-el-paro-nacional-de-transportistas-en-lima-y-callao-rutas-desvios-que-se-protesta-y-mas-tdpe-noticia/
Callao,Paro de transportistas: Colegios del Callao tendrán clases virtuales este miércoles 18 de junio,"En un comunicado, indicó que los directores de los centros educativos deberán adoptar las medidas necesarias para asegurar la correcta implementa...",Sucesos,17/06/2025,https://elcomercio.pe/lima/sucesos/paro-de-transportistas-direccion-regional-de-educacion-del-callao-dispone-que-clases-escolares-sean-virtuales-este-miercoles-18-de-junio-ultimas-noticia/
Callao,Paro de transportistas en Lima y Callao: ¿Qué universidades suspendieron sus clases presenciales?,"La medida de fuerza será acatada por diversos gremios de transportistas, como medida de protesta frente a las crecientes amenazas y extorsiones q...",Sucesos,17/06/2025,https://elcomercio.pe/lima/sucesos/paro-de-transportistas-miercoles-18-junio-universidades-suspenden-clases-presenciales-pucp-cayetano-heredia-uni-ultimas-noticia/
Callao,Ingemmet identifica 69 zonas de peligro ante posibles sismos en Lima y el Callao,"Más de 36 mil peligros geológicos han sido identificados en el país, muchos de ellos en zonas densamente pobladas de la capital y provincial cons...",Sucesos,17/06/2025,https://elcomercio.pe/lima/sucesos/ingemmet-identifica-69-zonas-de-peligro-ante-posibles-sismos-en-lima-y-el-callao-igp-ultimas-noticia/
Callao,El ‘Dubái chalaco’: el proyecto que planea ganarle terreno al mar y construir una ciudad flotante en la costa del Callao,"La iniciativa busca ganar terreno al mar y desarrollar áreas de recreación, como nuevas playas públicas y parques acuáticos, así como construccio...",Sucesos,17/06/2025,https://elcomercio.pe/lima/sucesos/el-dubai-chalaco-el-proyecto-que-planea-ganarle-terreno-al-mar-y-construir-una-ciudad-flotante-frente-al-callao-proinversion-noticia/
Callao,"Sismo de 6,1: la historia del mayor sacudimiento del suelo en Lima y Callao desde el terremoto de Pisco",El presidente del IGP declaró a El Comercio que el sismo ocurrido ayer no ayudó a liberar la energía acumulada en la zona de acoplamiento sísmico...,Lima,17/06/2025,https://elcomercio.pe/lima/sismo-de-61-la-historia-del-mayor-sacudimiento-del-suelo-en-lima-y-callao-desde-el-terremoto-de-pisco-sismo-terremoto-instituto-geofisico-del-peru-lima-callao-costa-verde-noticia/
Callao,Sismo de 4.2 magnitud se registró esta tarde en el Callao,"Tuvo una profundidad de 56 kilómetros y 32 kilómetros al oeste de la Provincia Constitucional del Callao, Lima.",Lima,16/06/2025,https://elcomercio.pe/lima/sismo-de-42-magnitud-se-registro-en-el-callao-lima-igp-terremoto-ultimas-noticia/
Callao,IGP aclara por qué el SISMATE no advirtió del sismo de 6.1 en Lima y Callao,"El presidente del Instituto Geofísico del Perú explicó que el SISMATE no es un sistema de alerta sísmica, sino una herramienta de mensajería para...",Lima,16/06/2025,https://elcomercio.pe/lima/igp-aclara-por-que-el-sismate-no-advirtio-del-sismo-de-61-en-lima-y-callao-igp-aclara-por-que-el-sismate-no-advirtio-del-sismo-de-61-en-lima-y-callao-hernando-talavera-sismo-temblor-ultimas-noticia/
Callao,Sismo en el Callao: la historia del último terremoto que sufrió Lima en 1974,"El 3 de octubre de 1974 la capital peruana sufrió uno de los peores sismos del siglo XX, que afectó fuertemente el ‘Sur chico’. Las consecuencias...",Archivo El Comercio,16/06/2025,https://elcomercio.pe/archivo-elcomercio/sismo-en-el-callao-temblor-en-lima-indeci-igp-nnsp-noticia/
Callao,"Temblor en Perú, sismo de magnitud 6.1 reportado en el Callao y Lima",Conoce toda la información tras el sismo con epicentro en el Callao reportado a las 11:35 am.,Respuestas,16/06/2025,https://elcomercio.pe/respuestas/temblor-en-peru-en-vivo-informacion-y-ultimas-noticias-del-sismo-de-magnitud-61-reportado-en-el-callao-lima-ultimas-noticias-replicas-lbposting-noticia/
Callao,Videos muestran cómo se vivió el sismo de 6.1 en distintos puntos de Lima y Callao,"Un sismo de magnitud 6,1 sacudió Lima y Callao este domingo por la mañana. Videos difundidos en redes sociales muestran cómo se vivió el movimien...",País,15/06/2025,https://elcomercio.pe/videos/pais/videos-muestran-como-se-vivio-el-sismo-de-61-en-distintos-puntos-de-lima-y-callao-nnav-video-amtv-noticia/
Callao,Sismo en el Callao de 6.1: Sutran reporta cuatro vias nacionales cerradas interrumpidas,El temblor ocurrido hoy dejó como saldo un muerto y cinco heridos.,Sucesos,15/06/2025,https://elcomercio.pe/lima/sucesos/sismo-en-el-callao-de-61-sutran-reporta-cuatro-vias-nacionales-interrumpidas-temblor-ultimas-noticia/
Callao,Ejecutivo prorroga estado de emergencia en ocho distritos de Lima y el Callao desde el 16 de junio,Medida regirá por 30 días en zonas de alta incidencia delictiva como San Juan de Lurigancho y San Martín de Porres.,Lima,15/06/2025,https://elcomercio.pe/lima/ejecutivo-prorroga-estado-de-emergencia-en-ocho-distritos-de-lima-y-el-callao-desde-el-16-de-junio-ultimas-noticia/
Callao,Línea 1 del Metro de Lima suspende su servicio tras sismo de 6.1 en el Callao,La Línea 1 del Metro de Lima compartió un comunicado anunciando el cierre temporal de todas sus estaciones para revisar su infraestructura.,Lima,15/06/2025,https://elcomercio.pe/lima/linea-1-del-metro-de-lima-suspende-su-servicio-tras-sismo-de-61-en-el-callao-temblor-igp-ultimas-noticia/
Callao,"ATU: Hoy, sábado 14 de junio, vence el plazo para que taxis independientes se pinten de amarillo en Lima y Callao",Medida busca mejorar la identificación y formalización del servicio de taxi independiente.,Transporte,14/06/2025,https://elcomercio.pe/lima/transporte/atu-hoy-sabado-14-de-junio-vence-el-plazo-para-que-taxis-independientes-se-pinten-de-amarillo-en-lima-y-callao-ultimas-noticia/
Callao,Taxis amarillos en Lima y Callao: ATU promueve el vinilado de color a taxistas independientes,Este beneficio estará disponible para vehículos fabricados desde el 2011.,Transporte,13/06/2025,https://elcomercio.pe/lima/transporte/taxis-amarillos-atu-promueve-el-vinilado-de-color-a-taxistas-independientes-ultimas-noticia/
Callao,¿Qué se sabe del posible paro de transportistas en Lima y Callao en junio del 2025?,"El sentimiento de enojo se apodera de choferes y cobradores a nivel nacional, siendo la paralización de actividades aquella medida que busca hace...",Cuándo,13/06/2025,https://elcomercio.pe/respuestas/cuando/que-se-sabe-del-posible-paro-de-transportistas-en-lima-y-callao-en-junio-del-2025-tdpe-noticia/
Callao,Lima y Callao amanecen con brillo solar tras varios días de intenso frío y humedad,"Pese a la influencia del Anticiclón del Pacífico Sur, que trajo más frío a la temporada otoñal.",Lima,12/06/2025,https://elcomercio.pe/lima/lima-y-callao-amanecen-con-brillo-solar-tras-dias-de-intenso-frio-y-pese-a-influencia-del-anticiclon-del-pacifico-sur-ultimas-noticia/
Callao,"No solo Lima, Callao y La Libertad: las otras ocho regiones arrinconadas por la extorsión y el cobro de cupos","Antes la extorsión se concentraba principalmente en Lima, Callao y La Libertad, pero este año se ha expandido a otras localidades, como Áncash, L...",Policiales,10/06/2025,https://elcomercio.pe/lima/policiales/no-solo-lima-callao-y-la-libertad-las-otras-ocho-regiones-arrinconadas-por-la-extorsion-y-el-cobro-de-cupos-noticia/
Callao,AFIN: tráfico en Lima y Callao genera pérdidas por S/27.691 millones al año,Uno de los efectos más graves es el tiempo perdido: cada persona en Lima pierde en promedio 198 horas al año (equivalente a 8 días) atrapada en e...,Perú,06/06/2025,https://elcomercio.pe/economia/peru/afin-trafico-en-lima-y-callao-genera-perdidas-por-s27691-millones-al-ano-l-ultimas-noticia/
Callao,Callao: dos adolescentes quedan graves tras ser atacados a tiros en Ventanilla,"En el lugar se encontraron unos nueve casquillos de bala, lo que evidencia la ferocidad del ataque.",Lima,04/06/2025,https://elcomercio.pe/lima/callao-atacan-a-balazos-y-dejan-graves-a-dos-adolescentes-en-ventanilla-ultimas-noticia/
Callao,"Tren Lima - Chosica: el 20 de junio inicia embarque de EE. UU. al Callao, señala MML",Se precisó que son 20 locomotoras y 93 coches. La operación del servicio estará a cargo del Ministerio de Transportes y Comunicaciones (MTC).,Lima,04/06/2025,https://elcomercio.pe/lima/tren-lima-chosica-el-20-de-junio-inicia-embarque-de-ee-uu-al-callao-senala-mml-ultimas-noticia/
Cusco,"Inti Raymi hoy EN VIVO: Sigue la celebración del desde Cusco, online","Sigue la festividad EN VIVO que se desarrollará en el Qoricancha, Plaza Mayor y explanada de Sacsayhuaman.",Dónde,24/06/2025,https://elcomercio.pe/respuestas/donde/inti-raymi-2025-en-cusco-horario-sede-y-canal-oficial-para-ver-en-vivo-la-fiesta-del-sol-tdpe-noticia/
Cusco,Pasacalle Canino “Puririsun Alqochakunawan”: las mascotas se roban el corazón del Cusco en su mes jubilar,"Una marea de patitas, trajes típicos y amor incondicional llenó de emoción la Plaza de Armas de Cusco.",WUF,24/06/2025,https://elcomercio.pe/wuf/pasacalle-canino-puririsun-alqochakunawan-las-mascotas-se-roban-el-corazon-del-cusco-en-su-mes-jubilar-noticia/
Cusco,Alegría y velocidad: así se vivió el Rally Ciudad del Cusco que ganó Alex Heilbrunn por el Rally Mobil Perú,"En el Valle Sagrado, Alex Heilbrunn se repuso a una penalización y ganó la tercera fecha del Rally Mobil Perú.",DT,24/06/2025,https://elcomercio.pe/deporte-total/rally-mobil-peru-alex-heilbrunn-gano-el-rally-ciudad-del-cusco-en-el-valle-sagrado-de-los-incas-automovilismo-peruano-noticia/
Cusco,La emotiva historia de una mochilera británica que recaudó más de 25 mil dólares para rescatar a un perro callejero en Cusco,"La viajera no solo adoptó a un perro en Cusco, sino también viene haciendo todo lo necesario para que el can viaje desde el Perú hasta el Reino U...",WUF,22/06/2025,https://elcomercio.pe/wuf/la-emotiva-historia-de-una-mochilera-britanica-que-recaudo-mas-de-25-mil-dolares-para-rescatar-a-un-perro-callejero-en-cusco-noticia/
Cusco,"Cuando el fútbol también enseña quechua, rompe brechas y cambia vidas: así funciona la ONG que forma a niños y niñas en Cusco y Apurímac","Con un programa sin precedentes, la ONG Sinkumunchis rompe barreras en comunidades altoandinas y acerca el fútbol a niños, niñas y adolescentes e...",Historias,19/06/2025,https://elcomercio.pe/somos/historias/fundacion-sinkumunchis-cuando-el-futbol-tambien-ensena-quechua-rompe-brechas-y-cambia-vidas-asi-funciona-la-ong-que-forma-a-ninos-y-ninas-en-cusco-y-apurimac-noticia/
Cusco,"Partido EN VIVO, Atlético Grau vs Cusco por el Apertura de la Liga 1: transmisión online",Consulta los detalles del partido entre Atlético Grau y Cusco por la fecha 16 del torneo peruano.,Fútbol peruano,19/06/2025,https://elcomercio.pe/deporte-total/futbol-peruano/atletico-grau-vs-cusco-en-vivo-por-el-apertura-hora-canal-tv-y-donde-ver-la-liga-1-resumen-y-goles-video-l1max-link-noticia/
Cusco,"El viaje gastronómico de Jorge Muñoz al Cusco: así es Oqre, el restaurante en el que lleva los sabores de todas las regiones del Perú al corazón ...","Durante meses, el chef Jorge Muñoz viajó entre Lima y Cusco para dar forma a Oqre, su primer restaurante en la capital turística del país. Una pr...",Chefs,18/06/2025,https://elcomercio.pe/provecho/chefs/jorge-munoz-y-oqre-el-restaurante-con-el-que-lleva-los-sabores-de-costa-sierra-y-selva-al-cusco-gastronomia-turismo-platos-carta-comida-peruana-noticia/
Cusco,Luciana Fuster y Juan Morelli exploran Cusco en su viaje romántico,La reina de belleza viajó con su pareja a la ciudad imperial para participar en la gala del Miss Perú. Ambos recorrieron sitios icónicos como la ...,Entretenimiento,17/06/2025,https://elcomercio.pe/videos/entretenimiento/luciana-fuster-y-juan-morelli-exploran-cusco-en-su-viaje-romantico-nnav-amtv-video-noticia/
