Departamento,Festividad,Título del Video,URL
Cajamarca,Fiesta de la Inmaculada Concepción,PROCESIÓN DE LA INMACULADA CONCEPCIÓN _ CAJAMARCA 2022,https://www.youtube.com/watch?v=b252jv12IDg&pp=ygUzRmllc3RhIGRlIGxhIElubWFjdWxhZGEgQ29uY2VwY2nDs24gQ2FqYW1hcmNhIFBlcsO60gcJCdgJAYcqIYzv
Cajamarca,Navidad,NAVIDAD EN CAJAMARCA ..PERÚ,https://www.youtube.com/watch?v=PQIwVIO-Gkw&pp=ygUXTmF2aWRhZCBDYWphbWFyY2EgUGVyw7o%3D
Cajamarca,Fiesta de la Virgen del Arco,FIESTA PATRONAL EN HONOR ALA VIRGEN DEL ARCO EN SALACAT SOROCHUCO CELENDÍN CAJAMARCA,https://www.youtube.com/watch?v=yCQiylZMHm8&list=RDyCQiylZMHm8&start_radio=1&pp=ygUsRmllc3RhIGRlIGxhIFZpcmdlbiBkZWwgQXJjbyBDYWphbWFyY2EgUGVyw7qgBwE%3D
Cajamarca,Festividad de San Silvestre,CAJAMARCA|San Silvestre de Cochán| Y Los Mejores Carnavales del Perú 🎉🎉,https://www.youtube.com/watch?v=mDF6yRUuQbM&pp=ygUrRmVzdGl2aWRhZCBkZSBTYW4gU2lsdmVzdHJlIENhamFtYXJjYSBQZXLDug%3D%3D
Cusco,Fiesta del Señor del Calvario,RETORNO A CASA DEL SEÑOR DEL CALVARIO EN CALCA,https://www.youtube.com/watch?v=ZBI3uKAm5Zg&pp=ygUqRmllc3RhIGRlbCBTZcOxb3IgZGVsIENhbHZhcmlvIEN1c2NvIFBlcsO6
Cusco,Bajada de los Reyes Magos,Adoración Reyes Magos - San Blas Cusco,https://www.youtube.com/watch?v=XmKV9toipIQ&pp=ygUlQmFqYWRhIGRlIGxvcyBSZXllcyBNYWdvcyBDdXNjbyBQZXLDug%3D%3D
Cusco,Enfrentamiento ritual o Chiaraqe,CHIARAJE 2018! Un MUERTO! en Batalla Sangrienta[ Canas-Cusco-Perú ],https://www.youtube.com/watch?v=OCewvxFsIYQ&pp=ygUsRW5mcmVudGFtaWVudG8gcml0dWFsIG8gQ2hpYXJhcWUgQ3VzY28gUGVyw7o%3D
Cusco,Fiesta de San Sebastián,La Fiesta de San Sebastián,https://www.youtube.com/watch?v=lKniEKWW1-c&pp=ygUkRmllc3RhIGRlIFNhbiBTZWJhc3Rpw6FuIEN1c2NvIFBlcsO6
Cusco,Fiesta del Dulce Nombre de Jesús,"FIESTA DEL SEÑOR ""DULCE NOMBRE DE JESÚS""",https://www.youtube.com/watch?v=VqB1NrEsIpk&pp=ygUtRmllc3RhIGRlbCBEdWxjZSBOb21icmUgZGUgSmVzw7pzIEN1c2NvIFBlcsO6
Cusco,Carnavales,ASI SON LOS CARNAVALES EN CUSCO 2024 / Plaza de armas Cusco,https://www.youtube.com/watch?v=fHhynOlKyig&pp=ygUWQ2FybmF2YWxlcyBDdXNjbyBQZXLDug%3D%3D
Cusco,Semana Santa,"🟣 Semana Santa en Cusco: Tradición, Fe y Destinos Turísticos Imperdibles",https://www.youtube.com/watch?v=NxgVhqrUpKw&pp=ygUYU2VtYW5hIFNhbnRhIEN1c2NvIFBlcsO6
Cusco,Cruzvelacut o fiesta de la cruz,"FIESTA ANDINA DE LA CRUZ ""CRUZVELAKUY"" | Perú | Cusco 🇵🇪",https://www.youtube.com/watch?v=RKlDrKTJeS8&pp=ygUrQ3J1enZlbGFjdXQgbyBmaWVzdGEgZGUgbGEgY3J1eiBDdXNjbyBQZXLDug%3D%3D
Cusco,Festival Internacional de la cerveza Cusqueña,Pedro Suárez-Vertiz Festival Cerveza Cusqueña '98,https://www.youtube.com/watch?v=554nOQOFRqY&list=RD554nOQOFRqY&start_radio=1&pp=ygU6RmVzdGl2YWwgSW50ZXJuYWNpb25hbCBkZSBsYSBjZXJ2ZXphIEN1c3F1ZcOxYSBDdXNjbyBQZXLDuqAHAQ%3D%3D
Cusco,"Fiesta y peregrinación del Señor
de Qoyllur Rit’ i",Cusco: la impresionante peregrinación al Señor de Qoyllur Riti,https://www.youtube.com/watch?v=2wrBckIdAsE&pp=ygVBRmllc3RhIHkgcGVyZWdyaW5hY2nDs24gZGVsIFNlw7FvcmRlIFFveWxsdXIgUml04oCZIGkgQ3VzY28gUGVyw7o%3D
Cusco,Fiesta del Corpus Christi,MUNDOS SONOROS 1: LA FIESTA DEL CORPUS CHRISTI EN CUSCO,https://www.youtube.com/watch?v=ykFDiaKzB2g&pp=ygUlRmllc3RhIGRlbCBDb3JwdXMgQ2hyaXN0aSBDdXNjbyBQZXLDug%3D%3D
Cusco,Fiesta de Ollantay Raymi,"EN VIVO: OLLANTAYRAYMI ""LA FIESTA DE OLLANTAY"" CUSCO PERU 2021, 29 de junio - DRAMA INCA I PERÚ VIP",https://www.youtube.com/watch?v=7vrzhk1dCDQ&pp=ygUkRmllc3RhIGRlIE9sbGFudGF5IFJheW1pIEN1c2NvIFBlcsO6
Cusco,Fiesta del Inti Raymi,🔴 EN VIVO | Inti Raymi 2025: ceremonia central desde Cusco | Fiesta del Sol por TVPerú,https://www.youtube.com/watch?v=rnCVqJD9_rI&pp=ygUhRmllc3RhIGRlbCBJbnRpIFJheW1pIEN1c2NvIFBlcsO6
Cusco,Fiesta de la Virgen del Carmen,ASÍ SON LAS FIESTAS DE LA VIRGEN DEL CARMEN (MAMACHA CARMEN) DE PAUCARTAMBO - CUSCO - PERÚ,https://www.youtube.com/watch?v=mdAei6g6o0c&pp=ygUqRmllc3RhIGRlIGxhIFZpcmdlbiBkZWwgQ2FybWVuIEN1c2NvIFBlcsO6
Cusco,Fiesta del bautizo del ganado,BAUTIZO ELMER Y LEYSA - BRINDIS DE HONOR Y PALABRAS DE LOS PADRINOS (POTOSI ) PRODUCCIONES QUIROGA,https://www.youtube.com/watch?v=lBmIDNm4Bxc&pp=ygUpRmllc3RhIGRlbCBiYXV0aXpvIGRlbCBnYW5hZG8gQ3VzY28gUGVyw7o%3D
Cusco,Huarachikuy,Warachikuy: Una celebración de origen inca que contiene las más duras y arduas pruebas,https://www.youtube.com/watch?v=_DhSDYnTydQ&pp=ygUXSHVhcmFjaGlrdXkgQ3VzY28gUGVyw7o%3D
Cusco,Fiesta de Nuestra Señora de las Nieves,Festividad en Honor a la Virgen de las Nieves distrito de Tinta provincia de Canchis Region Cusco,https://www.youtube.com/watch?v=jaOqik2Gf_o&pp=ygUzRmllc3RhIGRlIE51ZXN0cmEgU2XDsW9yYSBkZSBsYXMgTmlldmVzIEN1c2NvIFBlcsO6
Cusco,Fiesta de Santa Rosa,Así celebra Lamay - Cusco a Santa Rosa | Celebra Perú,https://www.youtube.com/watch?v=EMeIdcXudCw&pp=ygUgRmllc3RhIGRlIFNhbnRhIFJvc2EgQ3VzY28gUGVyw7o%3D
Cusco,Fiesta de la Virgen de la Natividad,Fiesta de la Virgen de Natividad en Almudena Cusco 2023,https://www.youtube.com/watch?v=gYaeQYvzQEs&pp=ygUvRmllc3RhIGRlIGxhIFZpcmdlbiBkZSBsYSBOYXRpdmlkYWQgQ3VzY28gUGVyw7o%3D
Cusco,Semana Turística del Cusco,👉 CUSCO en 7 días ⛰️🇵🇪 ... GUÍA DE VIAJE y lugares imperdibles 😉 ... #recomendaciones #viajes,https://www.youtube.com/watch?v=b0DtwUq386Y&pp=ygUnU2VtYW5hIFR1csOtc3RpY2EgZGVsIEN1c2NvIEN1c2NvIFBlcsO6
Cusco,"Festividad de Todos los Santos y Día
de los Difuntos",todos santos y día de los muertos en Cusco,https://www.youtube.com/watch?v=c8LYZCX0z8Q&pp=ygVARmVzdGl2aWRhZCBkZSBUb2RvcyBsb3MgU2FudG9zIHkgRMOtYWRlIGxvcyBEaWZ1bnRvcyBDdXNjbyBQZXLDug%3D%3D
Cusco,Fiesta de la Inmaculada Concepción,𝐒𝐨𝐥𝐞𝐦𝐧𝐢𝐝𝐚𝐝 𝐝𝐞 𝐥𝐚 𝐈𝐧𝐦𝐚𝐜𝐮𝐥𝐚𝐝𝐚 𝐂𝐨𝐧𝐜𝐞𝐩𝐜𝐢𝐨́𝐧,https://www.youtube.com/watch?v=NcnBQgD50IE&list=RDNcnBQgD50IE&start_radio=1&pp=ygUvRmllc3RhIGRlIGxhIElubWFjdWxhZGEgQ29uY2VwY2nDs24gQ3VzY28gUGVyw7qgBwE%3D
Cusco,Fiesta de San Blas,Patrón San Blas - Cusco 2025 // (Paso procesional),https://www.youtube.com/watch?v=grH7Xga7H4A&pp=ygUeRmllc3RhIGRlIFNhbiBCbGFzIEN1c2NvIFBlcsO6
Cusco,Santuranticuy,SANTURANTIKUY 2020 - CUSCO ✅,https://www.youtube.com/watch?v=rkAqCkdLrRg&pp=ygUZU2FudHVyYW50aWN1eSBDdXNjbyBQZXLDug%3D%3D
Cusco,Fiesta del Niño Huayna Cápac,"🇵🇪El Mejor Documental ""MOMIAS EN LAS MONTAÑAS SAGRADAS DE LOS INCAS"" | Machu Picchu | Perú Vip 🇲🇽🇧🇷",https://www.youtube.com/watch?v=m_VWTfB31gs&pp=ygUqRmllc3RhIGRlbCBOacOxbyBIdWF5bmEgQ8OhcGFjIEN1c2NvIFBlcsO6
Huancavelica,"El Niño Callaucarpino y danzas. Danza
de los Negritos.",Huancavelica: conoce la tradicional danza “Los Negritos” en honor al Niño Dulce Nombre de Jesús,https://www.youtube.com/watch?v=1WzqKerusO8&pp=ygVJRWwgTmnDsW8gQ2FsbGF1Y2FycGlubyB5IGRhbnphcy4gRGFuemFkZSBsb3MgTmVncml0b3MuIEh1YW5jYXZlbGljYSBQZXLDug%3D%3D
Huancavelica,Año Nuevo.,RECIBIENDO EL AÑO NUEVO EN HUANCAVELICA- PERU 2019,https://www.youtube.com/watch?v=KlIg43r_BuU&pp=ygUeQcOxbyBOdWV2by4gSHVhbmNhdmVsaWNhIFBlcsO6
Huancavelica,"Bajada de Reyes, Herodes en la Catedral, pastores
y quiscamayos. El Niño Occe.",Escenificaron el Autosacramental de la Adoración de los Reyes Magos en honor al Niño Reyes,https://www.youtube.com/watch?v=wubI4o0FPJ8&pp=ygVhQmFqYWRhIGRlIFJleWVzLCBIZXJvZGVzIGVuIGxhIENhdGVkcmFsLCBwYXN0b3Jlc3kgcXVpc2NhbWF5b3MuIEVsIE5pw7FvIE9jY2UuIEh1YW5jYXZlbGljYSBQZXLDug%3D%3D
Huancavelica,Entrada de «Negros».,negros de huancavelica 2012,https://www.youtube.com/watch?v=SXOt3wZjGvM&pp=ygUpRW50cmFkYSBkZSDCq05lZ3Jvc8K7LiBIdWFuY2F2ZWxpY2EgUGVyw7rSBwkJ2AkBhyohjO8%3D
Huancavelica,El Niño Perdido y Danza de los Negros.,Fiesta del niño Perdido - Negritos de Huancavelica - Los Naramá Costumbrista,https://www.youtube.com/watch?v=9hu8Ihb4RE4&list=RD9hu8Ihb4RE4&start_radio=1&pp=ygU6RWwgTmnDsW8gUGVyZGlkbyB5IERhbnphIGRlIGxvcyBOZWdyb3MuIEh1YW5jYXZlbGljYSBQZXLDuqAHAQ%3D%3D
Huancavelica,La Virgen Purísima Inmaculada.,FIESTA PATRONAL EN HONOR - VIRGEN MARIA PURÍSIMA // PAMPALCA - HUANCAVELICA,https://www.youtube.com/watch?v=RwvpTH-lbqs&list=RDRwvpTH-lbqs&start_radio=1&pp=ygUyTGEgVmlyZ2VuIFB1csOtc2ltYSBJbm1hY3VsYWRhLiBIdWFuY2F2ZWxpY2EgUGVyw7qgBwHSBwkJ2AkBhyohjO8%3D
Huancavelica,La Virgen Purificada. Virgen de la Candelaria.,"Festividad en Honor a la Virgen de la Candelaria - Anccapa, Huancavelica 2024 | Día 13 de Octubre",https://www.youtube.com/watch?v=eZQBOD8b1uU&list=RDeZQBOD8b1uU&start_radio=1&pp=ygVBTGEgVmlyZ2VuIFB1cmlmaWNhZGEuIFZpcmdlbiBkZSBsYSBDYW5kZWxhcmlhLiBIdWFuY2F2ZWxpY2EgUGVyw7qgBwE%3D
Huancavelica,Mamacha Candelaria.,✅ Fiesta Patronal de la Virgen de la Candelaria Barrio Centro 2016 Palca - Huancavelica [Parte 3],https://www.youtube.com/watch?v=izzu2RykBO0&pp=ygUmTWFtYWNoYSBDYW5kZWxhcmlhLiBIdWFuY2F2ZWxpY2EgUGVyw7o%3D
Huancavelica,Danza de los Negritos.,Los Negritos de Huancavelica Naramá,https://www.youtube.com/watch?v=grylXJpLd7g&pp=ygUpRGFuemEgZGUgbG9zIE5lZ3JpdG9zLiBIdWFuY2F2ZWxpY2EgUGVyw7o%3D
Huancavelica,Carnaval de Putaqa.,Carnaval Huaytarino - Huancavelica - Peru Manta / Raymi Llaqta 2025 Maqta Tusuq,https://www.youtube.com/watch?v=CdRTXdEr_a0&list=RDCdRTXdEr_a0&start_radio=1&pp=ygUmQ2FybmF2YWwgZGUgUHV0YXFhLiBIdWFuY2F2ZWxpY2EgUGVyw7qgBwE%3D
Huancavelica,Carnaval y Tumbamonte.,Carnaval Huaytarino - Huancavelica - Peru Manta / Raymi Llaqta 2025 Maqta Tusuq,https://www.youtube.com/watch?v=CdRTXdEr_a0&list=RDCdRTXdEr_a0&start_radio=1&pp=ygUpQ2FybmF2YWwgeSBUdW1iYW1vbnRlLiBIdWFuY2F2ZWxpY2EgUGVyw7qgBwE%3D
Huancavelica,Fiesta Patronal de la Virgen del Carmen.,"FESTIVIDAD EN HONOR A LA SANTÍSIMA ""VIRGEN DEL CARMEN"" LIRCAY HUANCAVELICA",https://www.youtube.com/watch?v=cxURIIU_Nqc&pp=ygU7Rmllc3RhIFBhdHJvbmFsIGRlIGxhIFZpcmdlbiBkZWwgQ2FybWVuLiBIdWFuY2F2ZWxpY2EgUGVyw7o%3D
Huancavelica,San José.,San José de Acobambilla-Huancavelica. Distrito en los Andes Centrales del Perú,https://www.youtube.com/watch?v=TukLdYqmzzo&pp=ygUdU2FuIEpvc8OpLiBIdWFuY2F2ZWxpY2EgUGVyw7o%3D
Huancavelica,"Domingo de Ramos: Procesión del Señor
Salvador. Lunes Santo: Procesión del Señor
del Prendimiento. Martes Santo: Procesión
del Señor de los Azotes.",SEMANA SANTA HUANCAVELICA - MARTES SANTO/SEÑOR DE LOS AZOTES,https://www.youtube.com/watch?v=XQmArxoYrFU&pp=ygWpAURvbWluZ28gZGUgUmFtb3M6IFByb2Nlc2nDs24gZGVsIFNlw7FvclNhbHZhZG9yLiBMdW5lcyBTYW50bzogUHJvY2VzacOzbiBkZWwgU2XDsW9yZGVsIFByZW5kaW1pZW50by4gTWFydGVzIFNhbnRvOiBQcm9jZXNpw7NuZGVsIFNlw7FvciBkZSBsb3MgQXpvdGVzLiBIdWFuY2F2ZWxpY2EgUGVyw7o%3D
Huancavelica,"Creación política de Huancavelica
(1822).",Primer día del #MuniEjecutivo Territorial en Huancavelica,https://www.youtube.com/shorts/UlLwvSqUVcI
Huancavelica,"Restitución de su Categoría de
Departamento (1839).",Celebracion del 183 aniversario de restitucion política como departamento de Huancavelica,https://www.youtube.com/watch?v=o42KytSu784&pp=ygVHUmVzdGl0dWNpw7NuIGRlIHN1IENhdGVnb3LDrWEgZGVEZXBhcnRhbWVudG8gKDE4MzkpLiBIdWFuY2F2ZWxpY2EgUGVyw7o%3D
Huancavelica,Fiesta de las Cruces.,FIESTA DE LAS CRUCES HUANCAVELICA PERÚ / GRAN PASACALLE,https://www.youtube.com/watch?v=BehQiIEUtGM&pp=ygUoRmllc3RhIGRlIGxhcyBDcnVjZXMuIEh1YW5jYXZlbGljYSBQZXLDug%3D%3D
Huancavelica,"Fiesta de la Cruz. Fiesta del Tres de Mayo.
Bajada de la Cruz del Cerro San Cristóbal.","Fiesta de las cruces Yananaco, Huancavelica- Perú 2023.",https://www.youtube.com/watch?v=xYNnpVUB95c&pp=ygVpRmllc3RhIGRlIGxhIENydXouIEZpZXN0YSBkZWwgVHJlcyBkZSBNYXlvLkJhamFkYSBkZSBsYSBDcnV6IGRlbCBDZXJybyBTYW4gQ3Jpc3TDs2JhbC4gSHVhbmNhdmVsaWNhIFBlcsO6
Huancavelica,La Virgen del Carmen.,"FESTIVIDAD EN HONOR A LA SANTÍSIMA ""VIRGEN DEL CARMEN"" LIRCAY HUANCAVELICA",https://www.youtube.com/watch?v=cxURIIU_Nqc&pp=ygUoTGEgVmlyZ2VuIGRlbCBDYXJtZW4uIEh1YW5jYXZlbGljYSBQZXLDug%3D%3D
Huancavelica,San Isidro.,SAN ISIDRO de ACOBAMBA - HUANCAVELICA,https://www.youtube.com/watch?v=hXCFugzVBik&pp=ygUeU2FuIElzaWRyby4gSHVhbmNhdmVsaWNhIFBlcsO6
Huancavelica,El Espíritu Santo.,Celebra Perú - Fiesta de Pentecostés,https://www.youtube.com/watch?v=5S0O1bl6OB8&pp=ygUmRWwgRXNww61yaXR1IFNhbnRvLiBIdWFuY2F2ZWxpY2EgUGVyw7o%3D
Huancavelica,El Señor de Quechccamarca.,SANTUARIO SEÑOR DE OROPESA huancavelica - Perú 2022 / mapa de Perú /vista panorámica y impresionante,https://www.youtube.com/watch?v=ROLvP3Srivw&pp=ygUuRWwgU2XDsW9yIGRlIFF1ZWNoY2NhbWFyY2EuIEh1YW5jYXZlbGljYSBQZXLDutIHCQnYCQGHKiGM7w%3D%3D
Huancavelica,Papa Allay.,Así COSECHAMOS PAPA en los Andes de Huancavelica Perú 🇵🇪 | Isabel Quispe,https://www.youtube.com/watch?v=vSI6i-x2Wvs&pp=ygUeUGFwYSBBbGxheS4gSHVhbmNhdmVsaWNhIFBlcsO6
Huancavelica,San Antonio de Padua.,PLAZA DE ARMAS HUANCAVELICA - PERÚ 2022 /catedral san antonio / hotel presidente / pileta / historia,https://www.youtube.com/watch?v=dMBzTlIr5_8&pp=ygUoU2FuIEFudG9uaW8gZGUgUGFkdWEuIEh1YW5jYXZlbGljYSBQZXLDug%3D%3D
Huancavelica,San Juan Bautista.,"Fiesta San Juan Bautista 2019, Huaytará - Huancavelica - Perú",https://www.youtube.com/watch?v=GFbJeL7vFHI&pp=ygUlU2FuIEp1YW4gQmF1dGlzdGEuIEh1YW5jYXZlbGljYSBQZXLDug%3D%3D
Huancavelica,Fiesta Patronal de San José.,"SAN JOSÉ DE COLPA - HUACHOCOLPA,TAYACAJA,HUANCAVELICA,PERÚ ANIVERSARIO N° 67",https://www.youtube.com/watch?v=PGasNbK_bCQ&pp=ygUwRmllc3RhIFBhdHJvbmFsIGRlIFNhbiBKb3PDqS4gSHVhbmNhdmVsaWNhIFBlcsO6
Huancavelica,Fiesta Patronal de la Virgen del Carmen.,"FESTIVIDAD EN HONOR A LA SANTÍSIMA ""VIRGEN DEL CARMEN"" LIRCAY HUANCAVELICA",https://www.youtube.com/watch?v=cxURIIU_Nqc&pp=ygU7Rmllc3RhIFBhdHJvbmFsIGRlIGxhIFZpcmdlbiBkZWwgQ2FybWVuLiBIdWFuY2F2ZWxpY2EgUGVyw7o%3D
Huancavelica,Fiesta Patronal de Taita Shanti. Santiago.,"FIESTA PATRONAL en Honor a ""Tayta Santa Cruz de Atocc""- Huancavelica #huancavelica",https://www.youtube.com/watch?v=Ch-gQl2btB8&pp=ygU9Rmllc3RhIFBhdHJvbmFsIGRlIFRhaXRhIFNoYW50aS4gU2FudGlhZ28uIEh1YW5jYXZlbGljYSBQZXLDug%3D%3D
Huancavelica,Fiesta Patronal de Santiago.,Así es el Costumbre Santiago Herranza de Vacas-Chilcapata Huancavelica | TitoRamirez,https://www.youtube.com/watch?v=tMY-Gs5vQbc&pp=ygUvRmllc3RhIFBhdHJvbmFsIGRlIFNhbnRpYWdvLiBIdWFuY2F2ZWxpY2EgUGVyw7o%3D
Huancavelica,"Santiago – Taita Shanti. Fiesta Patronal de
San Felipe.",LLEGO SATIAGO 2025 Mes de tayta shanty #huancavelica #tradiciones #cultura #musicaperuana #folklore,https://www.youtube.com/shorts/N4LQFf_90FQ
Huancavelica,Santa Ana.,"Presentacion de los negritos en plazoleta Santa Ana - Huancavelica, patrimonio cultural de la nación",https://www.youtube.com/watch?v=LaMJlAfW6II&pp=ygUdU2FudGEgQW5hLiBIdWFuY2F2ZWxpY2EgUGVyw7o%3D
Huancavelica,Festividad de Santo Domingo.,"Fiesta de Santo Domingo. Huancavelica, Perú.",https://www.youtube.com/watch?v=A55ByUhO_c0&pp=ygUvRmVzdGl2aWRhZCBkZSBTYW50byBEb21pbmdvLiBIdWFuY2F2ZWxpY2EgUGVyw7o%3D
Huancavelica,"Fundación española de la capital
de Huancavelica (1572) con el nombre de Villa
Rica de Oropesa.",Feliz 453 aniversario de fundación española la otrora Villa Rica de Oropesa,https://www.youtube.com/watch?v=mrakiZRVPyg&list=RDmrakiZRVPyg&start_radio=1&pp=ygVyRnVuZGFjacOzbiBlc3Bhw7FvbGEgZGUgbGEgY2FwaXRhbGRlIEh1YW5jYXZlbGljYSAoMTU3MikgY29uIGVsIG5vbWJyZSBkZSBWaWxsYVJpY2EgZGUgT3JvcGVzYS4gSHVhbmNhdmVsaWNhIFBlcsO6oAcB
Huancavelica,Virgen de la Asunción.,Churcampa Huancavelica Virgen de la Asuncion 2012 Churcampa Edwin Castillo,https://www.youtube.com/watch?v=IPtMaKH37xA&list=RDIPtMaKH37xA&start_radio=1&pp=ygUqVmlyZ2VuIGRlIGxhIEFzdW5jacOzbi4gSHVhbmNhdmVsaWNhIFBlcsO6oAcB
Huancavelica,Festividad de San Roque.,Celebra Perú - Fiesta de Pentecostés,https://www.youtube.com/watch?v=5S0O1bl6OB8&pp=ygUrRmVzdGl2aWRhZCBkZSBTYW4gUm9xdWUuIEh1YW5jYXZlbGljYSBQZXLDug%3D%3D
Huancavelica,Santa Rosa.,Inauguración del Puente Santa Rosa en Huancavelica,https://www.youtube.com/watch?v=K2nMi48uMvQ&pp=ygUeU2FudGEgUm9zYS4gSHVhbmNhdmVsaWNhIFBlcsO6
Huancavelica,Biga Wantuy / Qiru Wantuy.,"Costumbres (TV Perú) - Viga Wantuy, Ccasapata. Huancavelica - 16/09/2017",https://www.youtube.com/watch?v=UBAwaOpW7RQ&pp=ygUtQmlnYSBXYW50dXkgLyBRaXJ1IFdhbnR1eS4gSHVhbmNhdmVsaWNhIFBlcsO6
Huancavelica,El Señor de Huayllay.,VISITANDO HUAYLLAY GRANDE - IGLESIA COLONIAL – LIRCAY ANGARES - PUEBLO HISTÓRICO,https://www.youtube.com/watch?v=atlK4MxG4qo&pp=ygUpRWwgU2XDsW9yIGRlIEh1YXlsbGF5LiBIdWFuY2F2ZWxpY2EgUGVyw7rSBwkJ2AkBhyohjO8%3D
Huancavelica,Fiesta de la Santa Cruz.,"Descubre la Emoción de la Fiesta de las Cruces en Huancavelica"" YANANACO ""BARRIO QUERIDO"" 🇵🇪",https://www.youtube.com/watch?v=g8qtzY0dpFw&pp=ygUrRmllc3RhIGRlIGxhIFNhbnRhIENydXouIEh1YW5jYXZlbGljYSBQZXLDug%3D%3D
Huancavelica,La Virgen de las Mercedes.,Virgen de las Mercedes - Patrona de Huancavelica.,https://www.youtube.com/watch?v=0tnKSJ1_A2s&list=RD0tnKSJ1_A2s&start_radio=1&pp=ygUtTGEgVmlyZ2VuIGRlIGxhcyBNZXJjZWRlcy4gSHVhbmNhdmVsaWNhIFBlcsO6oAcB
Huancavelica,Semana Turística.,"Aniversario de creación y semana turística de Huaytará, Huancavelica | Perú Profundo en #PBO",https://www.youtube.com/watch?v=uXM9RJyIpZQ&pp=ygUlU2VtYW5hIFR1csOtc3RpY2EuIEh1YW5jYXZlbGljYSBQZXLDutIHCQnYCQGHKiGM7w%3D%3D
Huancavelica,Arcángel San Miguel y San Miguel de Curis.,San Miguel de Curis-Sunquypim-Apakuyki- Huncavelica-Peru- Mountain of Peru,https://www.youtube.com/watch?v=BasJp6GSLWw&pp=ygU-QXJjw6FuZ2VsIFNhbiBNaWd1ZWwgeSBTYW4gTWlndWVsIGRlIEN1cmlzLiBIdWFuY2F2ZWxpY2EgUGVyw7o%3D
Huancavelica,Turu Watay.,HUANCAVELICA-TOUR #viajes #travel #turismo,https://www.youtube.com/shorts/ZTNZFdkKVSs
Huancavelica,San Francisco de Asís.,"Concurso de escoltas Acobamba 2023, colegio San Francisco de Asís.",https://www.youtube.com/watch?v=vaGRlrBCuLE&pp=ygUqU2FuIEZyYW5jaXNjbyBkZSBBc8Otcy4gSHVhbmNhdmVsaWNhIFBlcsO6
Huancavelica,San Francisco.,Sierra del Perú. San Francisco de Sangayaico. Huancavelica.,https://www.youtube.com/watch?v=A9vdY4Y9g-c&pp=ygUhU2FuIEZyYW5jaXNjby4gSHVhbmNhdmVsaWNhIFBlcsO6
Huancavelica,"San Francisco de Asís. San Francisco
de Macho Cruz",FIESTA PATRONAL A SAN FRANCISCO DE ASIS DOM 15 OCT.,https://www.youtube.com/watch?v=t40SsdUdHXc&list=RDt40SsdUdHXc&start_radio=1&pp=ygVFU2FuIEZyYW5jaXNjbyBkZSBBc8Otcy4gU2FuIEZyYW5jaXNjb2RlIE1hY2hvIENydXogSHVhbmNhdmVsaWNhIFBlcsO6oAcB
Huancavelica,Fiesta de Octubre.,Celebra Perú - Fiesta de Pentecostés,https://www.youtube.com/watch?v=5S0O1bl6OB8&pp=ygUlRmllc3RhIGRlIE9jdHVicmUuIEh1YW5jYXZlbGljYSBQZXLDug%3D%3D
Huancavelica,Día de las Almas.,Costumbres - El alma de Huancavelica - 19/07/2016,https://www.youtube.com/watch?v=LXmFBihc0VY&pp=ygUlRMOtYSBkZSBsYXMgQWxtYXMuIEh1YW5jYXZlbGljYSBQZXLDug%3D%3D
Huancavelica,Fray Martín de Porres.,Negritos de Huancavelica 2017 - Spot,https://www.youtube.com/watch?v=vmMxjLJMQ_g&list=RDvmMxjLJMQ_g&start_radio=1&pp=ygUqRnJheSBNYXJ0w61uIGRlIFBvcnJlcy4gSHVhbmNhdmVsaWNhIFBlcsO6oAcB
Huancavelica,La Virgen Purísima Inmaculada.,FIESTA PATRONAL EN HONOR - VIRGEN MARIA PURÍSIMA // PAMPALCA - HUANCAVELICA,https://www.youtube.com/watch?v=RwvpTH-lbqs&list=RDRwvpTH-lbqs&start_radio=1&pp=ygUyTGEgVmlyZ2VuIFB1csOtc2ltYSBJbm1hY3VsYWRhLiBIdWFuY2F2ZWxpY2EgUGVyw7qgBwE%3D
Huancavelica,Invención del Niño Jesús.,Historia del Niño Dulce Nombre de Jesús o Niño Perdido - 19 de Diciembre | PERÚ PROFUNDO 🇵🇪,https://www.youtube.com/watch?v=Nna-PQoXPUA&pp=ygUvSW52ZW5jacOzbiBkZWwgTmnDsW8gSmVzw7pzLiBIdWFuY2F2ZWxpY2EgUGVyw7o%3D
Huancavelica,"Navidad (encuentro de los barrios y entrada
de nacimientos en baúles).",NAVIDAD DE ACOBAMBA - HUANCAVELICA 2022 / procesión /encuentro de caporales / de ambos barrios,https://www.youtube.com/watch?v=GGqWl8FRMy0&pp=ygVZTmF2aWRhZCAoZW5jdWVudHJvIGRlIGxvcyBiYXJyaW9zIHkgZW50cmFkYWRlIG5hY2ltaWVudG9zIGVuIGJhw7psZXMpLiBIdWFuY2F2ZWxpY2EgUGVyw7o%3D
Huancavelica,El Niño Lachoj.,Historia del Niño Dulce Nombre de Jesús o Niño Perdido - 19 de Diciembre | PERÚ PROFUNDO 🇵🇪,https://www.youtube.com/watch?v=Nna-PQoXPUA&pp=ygUjRWwgTmnDsW8gTGFjaG9qLiBIdWFuY2F2ZWxpY2EgUGVyw7o%3D
