Departamento,Festividad,Título del Video,URL
Junin,Peregrinación del Señor de Muruhuay.,Peregrinaciones del Perú: Señor de Muruhuay 2014,https://www.youtube.com/watch?v=7krruDPE9iY&pp=ygUyUGVyZWdyaW5hY2nDs24gZGVsIFNlw7FvciBkZSBNdXJ1aHVheS4gSnVuaW4gUGVyw7o%3D
Junin,Danza de la Jija.,JIJA POR LA INSTITUCIÓN FOLCKLÓRICA CORAZÓN SAUSA - JAUJA.,https://www.youtube.com/watch?v=UQg0N2b0DjQ&pp=ygUdRGFuemEgZGUgbGEgSmlqYS4gSnVuaW4gUGVyw7rSBwkJ2AkBhyohjO8%3D
Junin,"La Virgen de Chapi. Taita Wali y Danza de la
Pandilla. Taita Mayo y Danza de la Jija.","UNA DANZA ANCESTRAL - ULLUSCA LA JIJA 2024 ( En Honor a la Cruz de Mayo, TAYTA MAYO)",https://www.youtube.com/watch?v=PSOu4tPeOvI&pp=ygVgTGEgVmlyZ2VuIGRlIENoYXBpLiBUYWl0YSBXYWxpIHkgRGFuemEgZGUgbGFQYW5kaWxsYS4gVGFpdGEgTWF5byB5IERhbnphIGRlIGxhIEppamEuIEp1bmluIFBlcsO6
Junin,"Virgen Maria. San Jose. Festividad del señor
de la Agonía, cortamonte y danza de la
pandilla.",BARRIO DE YACUP 2025- FIESTA PATRONAL EN HOMENAJE A LA VIRGEN MARIA Y SANTA ISABEL - HUAYLAS ANCASH,https://www.youtube.com/watch?v=CVFec5bvihY&pp=ygVpVmlyZ2VuIE1hcmlhLiBTYW4gSm9zZS4gRmVzdGl2aWRhZCBkZWwgc2XDsW9yZGUgbGEgQWdvbsOtYSwgY29ydGFtb250ZSB5IGRhbnphIGRlIGxhcGFuZGlsbGEuIEp1bmluIFBlcsO6
Junin,Danza de Shapish. Fiesta agricola de Jija.,CONCURSO SHAPISH 2025 / FUE ¡¡¡IMPRESIONANTE !!!,https://www.youtube.com/watch?v=i4-Jy5U8JE0&pp=ygU2RGFuemEgZGUgU2hhcGlzaC4gRmllc3RhIGFncmljb2xhIGRlIEppamEuIEp1bmluIFBlcsO6
Junin,San Cristobal y Taita Mayo.,"MILAGROSA Santísima Cruz de Mayo, ""Señor de San Cristóbal y Huamantanga"" - Junín, Perú",https://www.youtube.com/watch?v=hGqBQJ3YGgU&pp=ygUnU2FuIENyaXN0b2JhbCB5IFRhaXRhIE1heW8uIEp1bmluIFBlcsO6
Junin,Aramachay. Huancadanza. San Martin.,Huanca Danza de Aramachay en Jauja,https://www.youtube.com/watch?v=8_hNBwXq1gU&pp=ygUvQXJhbWFjaGF5LiBIdWFuY2FkYW56YS4gU2FuIE1hcnRpbi4gSnVuaW4gUGVyw7o%3D
Junin,"Fiesta Patronal de San Martin de Porres. Señor
de Mayo. Heroinas Toledo, Virgen Maria.",Santiago de la familia Tolentino Rodriguez en el Distrito de Heroínas Toledo en el 2022.,https://www.youtube.com/shorts/kqFaQrqjJ5U
Junin,"Jija. La Virgen del Carmen. Caña Quinto,
Danza de la Caña. Shapish Danza.",Niños bailan la Danza guerrera de LOS SHAPISH en Chupaca-Huancayo-Perú. #chupaca #junin #huancayo,https://www.youtube.com/shorts/W8bhFWgXr-8
Junin,"Fiesta de las cruces. La Virgen de Fatima. San
Antonio de Padua.",FIESTA de las Cruces Santillana 💐 | Danzas Fátima 2025 🔥 2A S. IMPERDIBLE 💃,https://www.youtube.com/watch?v=0us-L826ewY&list=RD0us-L826ewY&start_radio=1&pp=ygVLRmllc3RhIGRlIGxhcyBjcnVjZXMuIExhIFZpcmdlbiBkZSBGYXRpbWEuIFNhbkFudG9uaW8gZGUgUGFkdWEuIEp1bmluIFBlcsO6oAcB
Junin,Matahuasi. San Isidro Labrador.,Fiesta Patronal San Sebastian de Matahuasi - Junin / FAC DE ODONTOLOGIA - INTERFACULTADES 2023 UNMSM,https://www.youtube.com/watch?v=L26iGFpneiM&list=RDL26iGFpneiM&start_radio=1&pp=ygUrTWF0YWh1YXNpLiBTYW4gSXNpZHJvIExhYnJhZG9yLiBKdW5pbiBQZXLDuqAHAQ%3D%3D
Junin,"Fiesta del Niño Jesus. Huaripata. San
Isidro.",FIESTA PATRONAL EN HOMENAJE NIÑO JESÚS PATRON DEL C.P. CHAVÍN-HZ 2023. CONTACTOS 943 43 03 05,https://www.youtube.com/watch?v=7x1Wlm1cLms&list=RD7x1Wlm1cLms&start_radio=1&pp=ygU5Rmllc3RhIGRlbCBOacOxbyBKZXN1cy4gSHVhcmlwYXRhLiBTYW5Jc2lkcm8uIEp1bmluIFBlcsO6oAcB0gcJCdgJAYcqIYzv
Junin,El Señor Anima Paca y Danza de la Pandilla.,Tropa de Caceres / Jauja / A.J Señor Anima de Paca ( Danzando por los Niños de Pangoa 2022 ),https://www.youtube.com/watch?v=xuLoFy7Tuvo&pp=ygU4RWwgU2XDsW9yIEFuaW1hIFBhY2EgeSBEYW56YSBkZSBsYSBQYW5kaWxsYS4gSnVuaW4gUGVyw7o%3D
Junin,Taita Cruz de Mayo y Danza de la Pandilla.,"UNA DANZA ANCESTRAL - ULLUSCA LA JIJA 2024 ( En Honor a la Cruz de Mayo, TAYTA MAYO)",https://www.youtube.com/watch?v=PSOu4tPeOvI&pp=ygU2VGFpdGEgQ3J1eiBkZSBNYXlvIHkgRGFuemEgZGUgbGEgUGFuZGlsbGEuIEp1bmluIFBlcsO6
Junin,"La Virgen del Rosario y Danza de la Capitania.
Señor del Mercado. Santa Elena y la Virgen
de la Asuncion.","👉CAPITANÍA 🐴 🐎 (costumbre) 🎶 GRAN INSTITUCIÓN MUSICAL ""VIRGEN DEL ROSARIO"" DE ULCUMAYO ❤️ JUNIN",https://www.youtube.com/watch?v=SojZg4zv5gY&list=RDSojZg4zv5gY&start_radio=1&pp=ygV0TGEgVmlyZ2VuIGRlbCBSb3NhcmlvIHkgRGFuemEgZGUgbGEgQ2FwaXRhbmlhLlNlw7FvciBkZWwgTWVyY2Fkby4gU2FudGEgRWxlbmEgeSBsYSBWaXJnZW5kZSBsYSBBc3VuY2lvbi4gSnVuaW4gUGVyw7qgBwE%3D
Junin,El Señor de Muruhuay.,Reportaje al Perú: La fiesta del señor de Muruhuay (28/05/2023) | TVPerú,https://www.youtube.com/watch?v=rpShUq9O34A&pp=ygUiRWwgU2XDsW9yIGRlIE11cnVodWF5LiBKdW5pbiBQZXLDug%3D%3D
Junin,Fiesta de las Cruces.,"JUNÍN, LA CHONGUINADA y la Fiesta de las Cruces 2023 💃🏻 | TRAVELERAS & @hugoxchugox",https://www.youtube.com/watch?v=XznglAxgPnM&pp=ygUhRmllc3RhIGRlIGxhcyBDcnVjZXMuIEp1bmluIFBlcsO6
Junin,"Señor de la Exhaltacion. Fiesta del Señor
Chinvan.",Señor de Muruhuay: así se celebra una de las fiestas religiosas más importantes de Junín,https://www.youtube.com/watch?v=oZMHM_CPHbU&pp=ygU_U2XDsW9yIGRlIGxhIEV4aGFsdGFjaW9uLiBGaWVzdGEgZGVsIFNlw7FvckNoaW52YW4uIEp1bmluIFBlcsO6
Junin,El Señor de Chilca.,Picaflor de los Andes - SEÑOR DE CHILCA,https://www.youtube.com/watch?v=xLN_gtcm_C8&list=RDxLN_gtcm_C8&start_radio=1&pp=ygUgRWwgU2XDsW9yIGRlIENoaWxjYS4gSnVuaW4gUGVyw7qgBwE%3D
Junin,Fiesta de Matahulo. Fiesta del Padre Eterno.,SANTÍSIMA TRINIDAD / PADRE ETERNO HUANCAYO 2025,https://www.youtube.com/watch?v=e2LQFBybdcY&pp=ygU4Rmllc3RhIGRlIE1hdGFodWxvLiBGaWVzdGEgZGVsIFBhZHJlIEV0ZXJuby4gSnVuaW4gUGVyw7rSBwkJ2AkBhyohjO8%3D
Junin,Las Cruces Barrios y Danza de la Pandilla Toril.,Celebra Perú - Fiesta de Pentecostés,https://www.youtube.com/watch?v=5S0O1bl6OB8&pp=ygU8TGFzIENydWNlcyBCYXJyaW9zIHkgRGFuemEgZGUgbGEgUGFuZGlsbGEgVG9yaWwuIEp1bmluIFBlcsO6
Junin,"Feria Agropecuaria Artesanal. Tayta Padre. La
Santisima Trinidad.",Vispera Tayta Padre Huancayo- Santisima Trinidad,https://www.youtube.com/watch?v=k4Jig55y1AM&pp=ygVMRmVyaWEgQWdyb3BlY3VhcmlhIEFydGVzYW5hbC4gVGF5dGEgUGFkcmUuIExhU2FudGlzaW1hIFRyaW5pZGFkLiBKdW5pbiBQZXLDug%3D%3D
Junin,San Pedro y San Pablo.,"29 de junio, celebramos la #Solemnidad de #SanPedro y #SanPablo #Jesus #Apóstoles #Iglesia #Fiestas",https://www.youtube.com/shorts/zH1ozgrBrjg
Junin,Fiesta del Padre Eterno y danza de la chonginada.,Presentacion de la danza Chonguinada en honor a las Padre Eterno//Huancayo//2024,https://www.youtube.com/watch?v=TnecyVotJdU&pp=ygU9Rmllc3RhIGRlbCBQYWRyZSBFdGVybm8geSBkYW56YSBkZSBsYSBjaG9uZ2luYWRhLiBKdW5pbiBQZXLDug%3D%3D
Junin,"La Santisima Cruz de Mayo y danza de la tunantada.
San Antonio de Padua y Danza de la Pandilla. San
Antonio de Ocopa. Taita Padre. La Santisima Trinidad.
Virgen de las Mercedes.",FESTIVAL DE LA TUNANTADA en Honor SANTISIMA CRUZ DE MAYO 2025 SAUSA - JAUJA 3er. CUARTEL 07/05/25,https://www.youtube.com/watch?v=L314gcdPEn0&pp=ygW6AUxhIFNhbnRpc2ltYSBDcnV6IGRlIE1heW8geSBkYW56YSBkZSBsYSB0dW5hbnRhZGEuU2FuIEFudG9uaW8gZGUgUGFkdWEgeSBEYW56YSBkZSBsYSBQYW5kaWxsYS4gU2FuQW50b25pbyBkZSBPY29wYS4gVGFpdGEgUGFkcmUuIExhIFNhbnRpc2ltYSBUcmluaWRhZC5WaXJnZW4gZGUgbGFzIE1lcmNlZGVzLiBKdW5pbiBQZXLDug%3D%3D
Junin,"Festividad del Señor de Paca, Danza de
Negritos y Cortamonte. Corpus Christi y Danza
de la Pandilla.",Fiesta Costumbrista del CORPUS CRISTHI y del Patron San Pedro de Cacra con la Danza de los Negritos,https://www.youtube.com/watch?v=V_sEv1D-VeM&pp=ygVvRmVzdGl2aWRhZCBkZWwgU2XDsW9yIGRlIFBhY2EsIERhbnphIGRlTmVncml0b3MgeSBDb3J0YW1vbnRlLiBDb3JwdXMgQ2hyaXN0aSB5IERhbnphZGUgbGEgUGFuZGlsbGEuIEp1bmluIFBlcsO60gcJCdgJAYcqIYzv
Junin,"San Juan Bautista. Feria Artesanal del Centro.
San Pedro de Saño.","OCASIÓN, LOTES EN HUANCAYO. EN EL DISTRITO DE SAÑO A 10 MINUTOS DE LA ""UNCP"" CONTACTOS AL.964583542",https://www.youtube.com/watch?v=RkZdgFMVs2E&pp=ygVNU2FuIEp1YW4gQmF1dGlzdGEuIEZlcmlhIEFydGVzYW5hbCBkZWwgQ2VudHJvLlNhbiBQZWRybyBkZSBTYcOxby4gSnVuaW4gUGVyw7o%3D
Junin,"Huanconada, Huaylarsh y Chonguinada.",Chonguinada / Junin / Sentimiento Wanka ( 14 Aniv de Dos De Enero Chongos Bajo 2025 ),https://www.youtube.com/watch?v=24sB3hoy7NE&pp=ygUwSHVhbmNvbmFkYSwgSHVheWxhcnNoIHkgQ2hvbmd1aW5hZGEuIEp1bmluIFBlcsO6
Junin,"La Virgen del Perpetuo Socorro. San Pedro. El
Señor de Chilca. Llamichada.",(En Vivo) Procesión en honor a la Virgen del Perpetuo Socorro 2025,https://www.youtube.com/watch?v=AcokBvbK7AI&pp=ygVWTGEgVmlyZ2VuIGRlbCBQZXJwZXR1byBTb2NvcnJvLiBTYW4gUGVkcm8uIEVsU2XDsW9yIGRlIENoaWxjYS4gTGxhbWljaGFkYS4gSnVuaW4gUGVyw7o%3D
Junin,San Juan Bautista.,ORQ. MUSICAL INTERNACIONAL PERU - MIX HUAYLASH / FIESTA PATRONAL SAN JUAN BAUTISTA - HUANCHAR 2025,https://www.youtube.com/watch?v=NnLaPXREKCA&pp=ygUeU2FuIEp1YW4gQmF1dGlzdGEuIEp1bmluIFBlcsO6
Junin,Fiesta patronal de San Pedro de Cajas.,FIESTA PATRONAL DE SAN PEDRO DE CAJAS TARMA JUNI - 2025,https://www.youtube.com/watch?v=itnAqPUnhvE&pp=ygUyRmllc3RhIHBhdHJvbmFsIGRlIFNhbiBQZWRybyBkZSBDYWphcy4gSnVuaW4gUGVyw7o%3D
Junin,La Virgen de Ocopa.,COVENTO SANTA ROSA DE OCOPA /JUNIN / CONCEPCION / HUANCAYO,https://www.youtube.com/watch?v=xi6bGEQpglQ&pp=ygUfTGEgVmlyZ2VuIGRlIE9jb3BhLiBKdW5pbiBQZXLDug%3D%3D
Junin,Fiesta Patronal Central (25 de julio).,ACAYA JAUJA 2017 FIESTA DE SANTIAGO 25 DE JULIO,https://www.youtube.com/watch?v=p8A6ubT-uSE&pp=ygUyRmllc3RhIFBhdHJvbmFsIENlbnRyYWwgKDI1IGRlIGp1bGlvKS4gSnVuaW4gUGVyw7o%3D
Junin,Fiesta patronal de San Pedro.,PERÚ PROFUNDO 🇵🇪| Fiesta Patronal de San Pedro en la región de Junín - 06 de Julio,https://www.youtube.com/watch?v=FUetAfXOrL8&pp=ygUpRmllc3RhIHBhdHJvbmFsIGRlIFNhbiBQZWRyby4gSnVuaW4gUGVyw7rSBwkJ2AkBhyohjO8%3D
Junin,"Campaña de la Breña. El Señor
de las Animas de Paca y Danzas del Jaljapacuy
y de la Pandilla. San Isidro.","Agrupación Juvenil ""Señor Animas De Paca"" 🏆🇵🇪",https://www.youtube.com/watch?v=Y0REA0MtM7w&pp=ygV2Q2FtcGHDsWEgZGUgbGEgQnJlw7FhLiBFbCBTZcOxb3JkZSBsYXMgQW5pbWFzIGRlIFBhY2EgeSBEYW56YXMgZGVsIEphbGphcGFjdXl5IGRlIGxhIFBhbmRpbGxhLiBTYW4gSXNpZHJvLiBKdW5pbiBQZXLDug%3D%3D
Junin,"Danza de los Auquis o Viejitos. La Virgen del
Carmen. San Isidro.",🧡 KACHAMPA de PAUCARTAMBO 2022,https://www.youtube.com/shorts/j-1E0fqbwkU
Junin,"Fiesta de María Magdalena y Danza de
la Tunantada.",TUNANTADA EN HONOR A SANTA MARÍA MAGDALENA - MARCO 2023 1,https://www.youtube.com/watch?v=uZ__0haJZbw&pp=ygU-Rmllc3RhIGRlIE1hcsOtYSBNYWdkYWxlbmEgeSBEYW56YSBkZWxhIFR1bmFudGFkYS4gSnVuaW4gUGVyw7rSBwkJ2AkBhyohjO8%3D
Junin,Virgen de la Magdalena.,"Chonguinada ""Santa María Magdalena"". Concepción, Junín - Perú / Foto y edición: Miguel Mejía Castro",https://www.youtube.com/watch?v=uVz9cUnkvSQ&list=RDuVz9cUnkvSQ&start_radio=1&pp=ygUjVmlyZ2VuIGRlIGxhIE1hZ2RhbGVuYS4gSnVuaW4gUGVyw7qgBwE%3D
Junin,Santiago.,"¡Desde huancayo para el mundo!: La fiesta de Santiago, conoce una tradición desde 1538.",https://www.youtube.com/watch?v=fXx8hCeUKdQ&pp=ygUVU2FudGlhZ28uIEp1bmluIFBlcsO6
Junin,"La Virgen del Carmen o La Morenada. Fiesta de
Santiago.",Fiesta de la Virgen del Carmen | Comunidad Peruana de Santiago.,https://www.youtube.com/watch?v=os_G5fY2geY&pp=ygVCTGEgVmlyZ2VuIGRlbCBDYXJtZW4gbyBMYSBNb3JlbmFkYS4gRmllc3RhIGRlU2FudGlhZ28uIEp1bmluIFBlcsO6
Junin,Fiesta Patronal de San Cristobal.,CUADRILLA DE CHONGUINOS BARRIO DE SAN CRISTÓBAL / En Concurso / Honor a Cruces de Mayo - Junín 2024,https://www.youtube.com/watch?v=DD01bQAO2fc&list=RDDD01bQAO2fc&start_radio=1&pp=ygUtRmllc3RhIFBhdHJvbmFsIGRlIFNhbiBDcmlzdG9iYWwuIEp1bmluIFBlcsO6oAcB
Junin,Fiestas Patrias.,Junín espera más de 80 mil visitantes por Fiestas Patrias,https://www.youtube.com/watch?v=SrwtuORMbmc&pp=ygUcRmllc3RhcyBQYXRyaWFzLiBKdW5pbiBQZXLDug%3D%3D
Junin,"Porciuncula en honor a San Francisco y a la
Virgen de Ocopa. Santa Ana y Danza de la Pandilla.
San Juan de Dios.",Tradicional Porciúncula recuerda pedido de San Francisco de Asís,https://www.youtube.com/watch?v=b18z-30Ooko&pp=ygV6UG9yY2l1bmN1bGEgZW4gaG9ub3IgYSBTYW4gRnJhbmNpc2NvIHkgYSBsYVZpcmdlbiBkZSBPY29wYS4gU2FudGEgQW5hIHkgRGFuemEgZGUgbGEgUGFuZGlsbGEuU2FuIEp1YW4gZGUgRGlvcy4gSnVuaW4gUGVyw7o%3D
Junin,"Fiesta Patronal de la Virgen de las Nieves y
Danzas de la Jija y de la Tunantada. Santo Domingo
de Guzman.",Huachac 2011 Historia y víspera Fiesta patronal Santo Domingo de Guzmán,https://www.youtube.com/watch?v=DyljsA6IocA&pp=ygV0Rmllc3RhIFBhdHJvbmFsIGRlIGxhIFZpcmdlbiBkZSBsYXMgTmlldmVzIHlEYW56YXMgZGUgbGEgSmlqYSB5IGRlIGxhIFR1bmFudGFkYS4gU2FudG8gRG9taW5nb2RlIEd1em1hbi4gSnVuaW4gUGVyw7o%3D
Junin,"Fiesta de San Juan de Dios. La Virgen de las
Nieves y Danzas de la Pandilla y de la Tunantada.",VIRGEN DE LAS NIEVES FIESTA PATRONAL / CCAINA / HERRAJES DEL ARRIERO 2023,https://www.youtube.com/watch?v=7YAXfhpyFfM&list=RD7YAXfhpyFfM&start_radio=1&pp=ygVpRmllc3RhIGRlIFNhbiBKdWFuIGRlIERpb3MuIExhIFZpcmdlbiBkZSBsYXNOaWV2ZXMgeSBEYW56YXMgZGUgbGEgUGFuZGlsbGEgeSBkZSBsYSBUdW5hbnRhZGEuIEp1bmluIFBlcsO6oAcB
Junin,"Aniversario de la Batalla de Junín. Danza
de la Chuncada.",Provincias bailaron por Aniversario de la Región Junín,https://www.youtube.com/watch?v=WlEVF3wpK2I&pp=ygVFQW5pdmVyc2FyaW8gZGUgbGEgQmF0YWxsYSBkZSBKdW7DrW4uIERhbnphZGUgbGEgQ2h1bmNhZGEuIEp1bmluIFBlcsO6
Junin,"El Señor de la Caña. San Isidro.
Baile Chacareros. Cruz de Villa Sausa. La Ascension
del Señor. Cruz de Mayo.",🔰Fiesta a las CRUCES DE MAYO ⛪Capilla Señor de Millpotambo - Junin 2023 (Parte 02),https://www.youtube.com/watch?v=u6kKMyx3__0&pp=ygV6RWwgU2XDsW9yIGRlIGxhIENhw7FhLiBTYW4gSXNpZHJvLkJhaWxlIENoYWNhcmVyb3MuIENydXogZGUgVmlsbGEgU2F1c2EuIExhIEFzY2Vuc2lvbmRlbCBTZcOxb3IuIENydXogZGUgTWF5by4gSnVuaW4gUGVyw7o%3D
Junin,"Fiesta de San Isidro. Fiesta de San Lorenzo,
Corrida de toros, Cortamonte y Danza de la Tunantada.
El Señor de la Agonia.",CUTERVO 2025 -6ta de feria | Brindis de Alfonso de Lima a Sebastián Castella el 5to toro de la tarde,https://www.youtube.com/watch?v=yQfMIEEs2FQ&pp=ygWEAUZpZXN0YSBkZSBTYW4gSXNpZHJvLiBGaWVzdGEgZGUgU2FuIExvcmVuem8sQ29ycmlkYSBkZSB0b3JvcywgQ29ydGFtb250ZSB5IERhbnphIGRlIGxhIFR1bmFudGFkYS5FbCBTZcOxb3IgZGUgbGEgQWdvbmlhLiBKdW5pbiBQZXLDug%3D%3D
Junin,"2da. Quincena Chanchamayo. Semana Turistica
de San Ramon.",viajando a la selva central SAN RAMÓN -LA MERCED . #travel #peru #videoblog #viral #photography,https://www.youtube.com/shorts/5sTLBoK-LVI
Junin,"La Virgen de la Asuncion y Danza de la Tunantada.
San Roque y la Virgen del Perpetuo Socorro.",TUNANTADA SAN ROQUE - ARTE y TRADICIÓN,https://www.youtube.com/watch?v=jmTsAxSN3as&pp=ygVoTGEgVmlyZ2VuIGRlIGxhIEFzdW5jaW9uIHkgRGFuemEgZGUgbGEgVHVuYW50YWRhLlNhbiBSb3F1ZSB5IGxhIFZpcmdlbiBkZWwgUGVycGV0dW8gU29jb3Jyby4gSnVuaW4gUGVyw7o%3D
Junin,"Fiesta Patronal de San Roque. Danza de los Avelinos,
Danzas de la Pandilla y de la Tunantada y toros.
3era. Sem. Huancayo San Jeronimo de Tunan.",Los Avelinos de San Jerónimo de Tunán (Junín),https://www.youtube.com/watch?v=9zrReaL7VtQ&pp=ygWaAUZpZXN0YSBQYXRyb25hbCBkZSBTYW4gUm9xdWUuIERhbnphIGRlIGxvcyBBdmVsaW5vcyxEYW56YXMgZGUgbGEgUGFuZGlsbGEgeSBkZSBsYSBUdW5hbnRhZGEgeSB0b3Jvcy4zZXJhLiBTZW0uIEh1YW5jYXlvIFNhbiBKZXJvbmltbyBkZSBUdW5hbi4gSnVuaW4gUGVyw7o%3D
Junin,"Festividad del Señor de la Agonía
y danza de la tunantada.",RECUERDOS DE JULCÁN | CHUTO ENAMORADO hasta los huesos | Tunantada,https://www.youtube.com/watch?v=2amc8FzJINA&list=RD2amc8FzJINA&start_radio=1&pp=ygVHRmVzdGl2aWRhZCBkZWwgU2XDsW9yIGRlIGxhIEFnb27DrWF5IGRhbnphIGRlIGxhIHR1bmFudGFkYS4gSnVuaW4gUGVyw7qgBwE%3D
Junin,"Fiesta patronal de San Roque. Fiesta Patronal
de San Agustin.",FIESTA PATRONAL EN HONOR A NUESTRO SANTO PATRÓN SAN AGUSTÍN Soc. de Avelinos San Agustín - SASAN,https://www.youtube.com/watch?v=_KqyId7b7nU&pp=ygVIRmllc3RhIHBhdHJvbmFsIGRlIFNhbiBSb3F1ZS4gRmllc3RhIFBhdHJvbmFsZGUgU2FuIEFndXN0aW4uIEp1bmluIFBlcsO6
Junin,San Bartolome. Santo Cristo.,"24 de agosto SAN BARTOLOMÉ APÓSTOL, HOMBRE DE FE, HONESTO Y SINCERO",https://www.youtube.com/watch?v=4tiD33tOdYg&pp=ygUoU2FuIEJhcnRvbG9tZS4gU2FudG8gQ3Jpc3RvLiBKdW5pbiBQZXLDug%3D%3D
Junin,Festividad de Santa Rosa de Lima.,FESTIVIDAD PATRONAL SANTA ROSA DE LIMA 2023,https://www.youtube.com/watch?v=nJOKlMMd9hk&pp=ygUtRmVzdGl2aWRhZCBkZSBTYW50YSBSb3NhIGRlIExpbWEuIEp1bmluIFBlcsO6
Junin,"Festividad de Santa Rosa y escenificación
de la muerte del Inca. San Roque.",Recrean la muerte del inca Atahualpa en fiesta en Junín,https://www.youtube.com/watch?v=0uw4ncHU1vk&pp=ygVXRmVzdGl2aWRhZCBkZSBTYW50YSBSb3NhIHkgZXNjZW5pZmljYWNpw7NuZGUgbGEgbXVlcnRlIGRlbCBJbmNhLiBTYW4gUm9xdWUuIEp1bmluIFBlcsO6
Junin,"Escenificacion de la prision del inca y Fiesta
de la Virgen de la Merced.",Internos del penal de Chanchamayo conmemoran Fiestas Patrias,https://www.youtube.com/watch?v=LZgu7aqoe2c&pp=ygVURXNjZW5pZmljYWNpb24gZGUgbGEgcHJpc2lvbiBkZWwgaW5jYSB5IEZpZXN0YWRlIGxhIFZpcmdlbiBkZSBsYSBNZXJjZWQuIEp1bmluIFBlcsO6
Junin,"Fiesta Patronal y Danza de la Pandilla. Fiesta
de la Virgen de Cocharcas, danzas de chunchos
y pallas.",ENGREIDOS DE LA VIRGEN DE COCHARCAS SAPALLANGA 2024,https://www.youtube.com/watch?v=p717jPfwXTY&pp=ygVwRmllc3RhIFBhdHJvbmFsIHkgRGFuemEgZGUgbGEgUGFuZGlsbGEuIEZpZXN0YWRlIGxhIFZpcmdlbiBkZSBDb2NoYXJjYXMsIGRhbnphcyBkZSBjaHVuY2hvc3kgcGFsbGFzLiBKdW5pbiBQZXLDug%3D%3D
Junin,Fiesta Patronal de San Isidro. Virgen de Cocharcas.,Fiesta por la Virgen de Cocharcas 2024 #peru #danza #tradicionesperuanas #orcotuna #junin #2024,https://www.youtube.com/shorts/HcRyENxB1tY
Junin,"El Señor de la Agonia Marco y Danza de
la Pandilla.",Hermandad del Señor de la Agonía - Carnaval Marqueño (Junín) CONCURSO WAYRA PERU 2015 - TIKARY PROD.,https://www.youtube.com/watch?v=-MvZOCJ-92U&pp=ygU_RWwgU2XDsW9yIGRlIGxhIEFnb25pYSBNYXJjbyB5IERhbnphIGRlbGEgUGFuZGlsbGEuIEp1bmluIFBlcsO60gcJCdgJAYcqIYzv
Junin,"Fiesta del Quince. Fiesta Patronal de San Agustin.
Danza de la Pandilla. Festival de la Virgen de
Cocharcas.",Santiago Familia Cosme Rojas // San Agustín de Cajas // Con la Orquesta La Nueva Internacional Perú,https://www.youtube.com/watch?v=pabi2wt3nng&pp=ygV2Rmllc3RhIGRlbCBRdWluY2UuIEZpZXN0YSBQYXRyb25hbCBkZSBTYW4gQWd1c3Rpbi5EYW56YSBkZSBsYSBQYW5kaWxsYS4gRmVzdGl2YWwgZGUgbGEgVmlyZ2VuIGRlQ29jaGFyY2FzLiBKdW5pbiBQZXLDug%3D%3D
Junin,La Virgen de la Natividad. San Cristobal.,Huachos 2016 - San Cristobal y la Virgen de la Natividad,https://www.youtube.com/watch?v=K6hQ9Yaj9Rg&list=RDK6hQ9Yaj9Rg&start_radio=1&pp=ygU1TGEgVmlyZ2VuIGRlIGxhIE5hdGl2aWRhZC4gU2FuIENyaXN0b2JhbC4gSnVuaW4gUGVyw7qgBwE%3D
Junin,Fiesta de la Virgen de la Merced.,FIESTA DE LA VIRGEN de la MISERICORDIA PATRONA de los SOLTEROS JUNIN -JUNIN 2025 PARTE 1,https://www.youtube.com/watch?v=1bPKBhZTGFE&list=RD1bPKBhZTGFE&start_radio=1&pp=ygUtRmllc3RhIGRlIGxhIFZpcmdlbiBkZSBsYSBNZXJjZWQuIEp1bmluIFBlcsO6oAcB
Junin,La Virgen de la Merced.,Así celebra JuanJui - San Martín a la Virgen de la Merced | Celebra Perú,https://www.youtube.com/watch?v=b6iAcO7ky6g&pp=ygUjTGEgVmlyZ2VuIGRlIGxhIE1lcmNlZC4gSnVuaW4gUGVyw7rSBwkJ2AkBhyohjO8%3D
Junin,San Jeronimo.,Los Avelinos de San Jerónimo de Tunán (Junín),https://www.youtube.com/watch?v=9zrReaL7VtQ&pp=ygUZU2FuIEplcm9uaW1vLiBKdW5pbiBQZXLDug%3D%3D
Junin,"La Virgen de las Mercedes. 4ta. Semana: Semana
Turistica de Huancayo.",¡Lleva las tradiciones de Huancayo a Lima con Internacional Crucero! #huancayo #peru #chongos #lima,https://www.youtube.com/shorts/dg9dbk7R5ck
Junin,San Miguel Arcangel.,SAN MIGUEL ARCÁNGEL: ASEGÚRATE DE QUE TU VIAJE TERRENAL VALGA LA PENA!,https://www.youtube.com/watch?v=OJzcu6pWbb4&pp=ygUgU2FuIE1pZ3VlbCBBcmNhbmdlbC4gSnVuaW4gUGVyw7rSBwkJ2AkBhyohjO8%3D
Junin,Festival. San Miguel Arcangel.,Comparsa San Miguel Arcángel - Perfume de Carnaval,https://www.youtube.com/watch?v=flYNDFHd5vE&list=RDflYNDFHd5vE&start_radio=1&pp=ygUqRmVzdGl2YWwuIFNhbiBNaWd1ZWwgQXJjYW5nZWwuIEp1bmluIFBlcsO6oAcB0gcJCdgJAYcqIYzv
