departamento,lugar_recomendado,descripcion,precio,duracion,url
Lambayeque,Habitación en Lambayeque,Habitación matrimonial - Galilea,S/245,por 5 noches,https://www.airbnb.com.pe/rooms/1373361721193027747?search_mode=regular_search&adults=1&category_tag=Tag%3A8678&check_in=2025-07-09&check_out=2025-07-14&children=0&infants=0&pets=0&photo_id=2104395944&source_impression_id=p3_1752048297_P3aBh-dqb83xifDn&previous_page_section_name=1000&federated_search_id=96a528a3-5209-40ef-bb40-7202e5eb31e0
Lambayeque,Lugar para quedarse en Lambayeque,Habitación privada con baño independiente,S/292,por 5 noches,https://www.airbnb.com.pe/rooms/733993943942320440?search_mode=regular_search&adults=1&check_in=2025-07-09&check_out=2025-07-14&children=0&infants=0&pets=0&source_impression_id=p3_1752048297_P3JdzM3Jp4_MIqOp&previous_page_section_name=1000&federated_search_id=96a528a3-5209-40ef-bb40-7202e5eb31e0
Lambayeque,Alojamiento en Lambayeque,Duplex con Jacuzzi y Gym Privado,"S/2,343",por 5 noches,https://www.airbnb.com.pe/rooms/1318647570089377226?search_mode=regular_search&adults=1&check_in=2025-07-11&check_out=2025-07-16&children=0&infants=0&pets=0&source_impression_id=p3_1752048297_P3salEn3aHQP0qZe&previous_page_section_name=1000&federated_search_id=96a528a3-5209-40ef-bb40-7202e5eb31e0
Lima,Habitación en San Borja,Linda habitación en refugio urbano,S/215,,https://www.airbnb.com.pe/rooms/1142134144946336694?search_mode=regular_search&adults=1&category_tag=Tag%3A8678&check_in=2025-07-09&check_out=2025-07-14&children=0&infants=0&pets=0&photo_id=2042025165&source_impression_id=p3_1752048307_P3s_uCJ-m01aAPpr&previous_page_section_name=1000&federated_search_id=998bd86c-01dd-441f-bdb2-d32ac8ad7676
Lima,Habitación en Lima,Cuarto x Av. Alf Ugarte y Loayza,S/222,por 5 noches,https://www.airbnb.com.pe/rooms/1438463535794707768?search_mode=regular_search&adults=1&category_tag=Tag%3A8678&check_in=2025-07-14&check_out=2025-07-19&children=0&infants=0&pets=0&photo_id=2204389789&source_impression_id=p3_1752048309_P3yzKoRMpv8MudpP&previous_page_section_name=1000&federated_search_id=998bd86c-01dd-441f-bdb2-d32ac8ad7676
Lima,Apartamento en Callao,A 15 min Aeropuerto | Acogedor,S/481,por 5 noches,https://www.airbnb.com.pe/rooms/1448063666689609034?search_mode=regular_search&adults=1&check_in=2025-07-12&check_out=2025-07-17&children=0&infants=0&pets=0&source_impression_id=p3_1752048309_P3Q2WXpipVPT8GAi&previous_page_section_name=1000&federated_search_id=998bd86c-01dd-441f-bdb2-d32ac8ad7676
Lima,Habitación en Lima,"¡Oferta! Habitación con TV, balcón y baño privado",S/409,por 5 noches,https://www.airbnb.com.pe/rooms/1403589490839498110?search_mode=regular_search&adults=1&category_tag=Tag%3A8678&check_in=2025-07-22&check_out=2025-07-27&children=0&infants=0&pets=0&photo_id=2145390694&source_impression_id=p3_1752048309_P3Avh32J5PrzWDzg&previous_page_section_name=1000&federated_search_id=998bd86c-01dd-441f-bdb2-d32ac8ad7676
Lima,Habitación compartida en Lima,Miraflores/6-mixdorm después/BKF,S/201,por 5 noches,https://www.airbnb.com.pe/rooms/1437949175127477141?search_mode=regular_search&adults=1&check_in=2025-07-09&check_out=2025-07-14&children=0&infants=0&pets=0&source_impression_id=p3_1752048309_P32mdcIEjooDFDmK&previous_page_section_name=1000&federated_search_id=998bd86c-01dd-441f-bdb2-d32ac8ad7676
Lima,Loft en Jesús María,Casa azul,S/878,por 5 noches,https://www.airbnb.com.pe/rooms/1306842177007965853?search_mode=regular_search&adults=1&check_in=2025-07-11&check_out=2025-07-16&children=0&infants=0&pets=0&source_impression_id=p3_1752048309_P3jOD-n6fhl4up6J&previous_page_section_name=1000&federated_search_id=998bd86c-01dd-441f-bdb2-d32ac8ad7676
Lima,Apartamento en Jesús María,Lindo apto. en Jesús María limite con San Isidro,S/805,por 5 noches,https://www.airbnb.com.pe/rooms/1236991794652538758?search_mode=regular_search&adults=1&check_in=2025-07-20&check_out=2025-07-25&children=0&infants=0&pets=0&source_impression_id=p3_1752048309_P3gceeQ21iC1Eryz&previous_page_section_name=1000&federated_search_id=998bd86c-01dd-441f-bdb2-d32ac8ad7676
Lima,Apartamento en Jesús María,"Dpto en Estreno | Céntrico, Elegante, Equipado",S/842,por 5 noches,https://www.airbnb.com.pe/rooms/1109106928865234332?search_mode=regular_search&adults=1&check_in=2025-07-28&check_out=2025-08-02&children=0&infants=0&pets=0&source_impression_id=p3_1752048309_P3ig8tnVjVrAQa9S&previous_page_section_name=1000&federated_search_id=998bd86c-01dd-441f-bdb2-d32ac8ad7676
Lima,Habitación en Lima,Bonita habitación en el corazón de Miraflores.,S/314,,https://www.airbnb.com.pe/rooms/1134157735375393629?search_mode=regular_search&adults=1&category_tag=Tag%3A8678&check_in=2025-07-09&check_out=2025-07-14&children=0&infants=0&pets=0&photo_id=1883183803&source_impression_id=p3_1752048309_P3wHJyUsHuOOTdac&previous_page_section_name=1000&federated_search_id=998bd86c-01dd-441f-bdb2-d32ac8ad7676
Lima,Apartamento en San Isidro,Tu escape en Lima con una vista increíble!,S/869,por 5 noches,https://www.airbnb.com.pe/rooms/1385448335811008165?search_mode=regular_search&adults=1&check_in=2025-07-09&check_out=2025-07-14&children=0&infants=0&pets=0&source_impression_id=p3_1752048309_P3fvJaxrfM0arBVE&previous_page_section_name=1000&federated_search_id=998bd86c-01dd-441f-bdb2-d32ac8ad7676
Loreto,Habitación en Iquitos,Habitación Céntrica en Iquitos - Casa Alemi 4,S/273,por 5 noches,https://www.airbnb.com.pe/rooms/1255322094023527878?search_mode=regular_search&adults=1&category_tag=Tag%3A8678&check_in=2025-07-10&check_out=2025-07-15&children=0&infants=0&pets=0&photo_id=2001867227&source_impression_id=p3_1752048318_P35ofmcD-U1VVLO-&previous_page_section_name=1000&federated_search_id=a4911d90-de8c-4410-a117-d65e97805253
Loreto,Apartamento en Iquitos,CamHome,S/524,por 5 noches,https://www.airbnb.com.pe/rooms/1095695360417469106?search_mode=regular_search&adults=1&check_in=2025-07-12&check_out=2025-07-17&children=0&infants=0&pets=0&source_impression_id=p3_1752048321_P3yxe8wdFe8j2CgB&previous_page_section_name=1000&federated_search_id=a4911d90-de8c-4410-a117-d65e97805253
Loreto,Alojamiento en Iquitos,Hermoso departamento con fantástica vista,S/578,por 5 noches,https://www.airbnb.com.pe/rooms/1384453368566330863?search_mode=regular_search&adults=1&check_in=2025-07-16&check_out=2025-07-21&children=0&infants=0&pets=0&source_impression_id=p3_1752048321_P3nyU1S6jvOSdFjY&previous_page_section_name=1000&federated_search_id=a4911d90-de8c-4410-a117-d65e97805253
Loreto,Cabaña en la naturaleza en Iquitos,Cabaña entre arboles frente a lago en plena ciudad,S/665,por 5 noches,https://www.airbnb.com.pe/rooms/1444501352931066540?search_mode=regular_search&adults=1&check_in=2025-07-24&check_out=2025-07-29&children=0&infants=0&pets=0&source_impression_id=p3_1752048321_P3h6qk1yML6j5QLJ&previous_page_section_name=1000&federated_search_id=a4911d90-de8c-4410-a117-d65e97805253
Loreto,Apartamento en Iquitos,Acogedor Apartamento Thadeni aire acondicionado,S/262,,https://www.airbnb.com.pe/rooms/1345691102948452329?search_mode=regular_search&adults=1&check_in=2025-07-09&check_out=2025-07-14&children=0&infants=0&pets=0&source_impression_id=p3_1752048321_P3DVtHI2l4Cr0QW9&previous_page_section_name=1000&federated_search_id=a4911d90-de8c-4410-a117-d65e97805253
Loreto,Apartamento en Iquitos,Apart hotel la rivera.Hotel céntrico/vista al rio,S/840,,https://www.airbnb.com.pe/rooms/1338561169374103249?search_mode=regular_search&adults=1&check_in=2025-07-14&check_out=2025-07-19&children=0&infants=0&pets=0&source_impression_id=p3_1752048321_P3cbq1ojOjtKDlGR&previous_page_section_name=1000&federated_search_id=a4911d90-de8c-4410-a117-d65e97805253
Loreto,Minicasa en Iquitos,Acogedor y Moderno Mini departamento - 201,S/607,por 5 noches,https://www.airbnb.com.pe/rooms/1007493295641318885?search_mode=regular_search&adults=1&check_in=2025-07-19&check_out=2025-07-24&children=0&infants=0&pets=0&source_impression_id=p3_1752048321_P3oFxjom_SqK1mYW&previous_page_section_name=1000&federated_search_id=a4911d90-de8c-4410-a117-d65e97805253
Loreto,Apartamento en Iquitos,Departamento completamente amoblado 1-h con A/C,S/494,por 5 noches,https://www.airbnb.com.pe/rooms/1440254494621296406?search_mode=regular_search&adults=1&check_in=2025-07-12&check_out=2025-07-17&children=0&infants=0&pets=0&source_impression_id=p3_1752048321_P37CL2VvOw35P6NN&previous_page_section_name=1000&federated_search_id=a4911d90-de8c-4410-a117-d65e97805253
Loreto,Apartamento en Iquitos,Departamento amoblado.,S/537,por 5 noches,https://www.airbnb.com.pe/rooms/1224070235967915541?search_mode=regular_search&adults=1&check_in=2025-07-10&check_out=2025-07-15&children=0&infants=0&pets=0&source_impression_id=p3_1752048321_P3pO5rE0q6Y9DvZK&previous_page_section_name=1000&federated_search_id=a4911d90-de8c-4410-a117-d65e97805253
Loreto,Apartamento en Iquitos,Bienvenido a casa; SP,S/613,por 5 noches,https://www.airbnb.com.pe/rooms/1230376203174695549?search_mode=regular_search&adults=1&check_in=2025-07-09&check_out=2025-07-14&children=0&infants=0&pets=0&source_impression_id=p3_1752048321_P3I2QwfpWYqNoh6F&previous_page_section_name=1000&federated_search_id=a4911d90-de8c-4410-a117-d65e97805253
Madre de Dios,Apartamento en Puerto Maldonado,Departamento a 3 cuadras de la plaza principal,S/741,por 5 noches,https://www.airbnb.com.pe/rooms/931341372910007086?search_mode=regular_search&adults=1&check_in=2025-07-13&check_out=2025-07-18&children=0&infants=0&pets=0&source_impression_id=p3_1752048331_P3lcQLJ0foWxlxfI&previous_page_section_name=1000&federated_search_id=e140cf14-99cd-4d45-986c-431d4104bdc6
Madre de Dios,Alojamiento en Puerto Maldonado,Retiro en el Amazonas junto al río – casa privada,S/932,por 5 noches,https://www.airbnb.com.pe/rooms/1444587190716440225?search_mode=regular_search&adults=1&check_in=2025-07-09&check_out=2025-07-14&children=0&infants=0&pets=0&source_impression_id=p3_1752048333_P3T6SOwwkKE0fO1G&previous_page_section_name=1000&federated_search_id=e140cf14-99cd-4d45-986c-431d4104bdc6
Madre de Dios,Lugar para quedarse en Puerto Maldonado,koryares haushostel,S/374,,https://www.airbnb.com.pe/rooms/675536888497275105?search_mode=regular_search&adults=1&check_in=2025-07-09&check_out=2025-07-14&children=0&infants=0&pets=0&source_impression_id=p3_1752048333_P3Xcs4yCEnjUfxE0&previous_page_section_name=1000&federated_search_id=e140cf14-99cd-4d45-986c-431d4104bdc6
Madre de Dios,Habitación en Puerto Maldonado,"Habitación espaciosa, segura y limpia",S/412,por 5 noches,https://www.airbnb.com.pe/rooms/22760700?search_mode=regular_search&adults=1&category_tag=Tag%3A8678&check_in=2025-07-09&check_out=2025-07-14&children=0&infants=0&pets=0&photo_id=511696336&source_impression_id=p3_1752048333_P3B15zqUGAEUy5tP&previous_page_section_name=1000&federated_search_id=e140cf14-99cd-4d45-986c-431d4104bdc6
Madre de Dios,Hotel en Puerto Maldonado,Hospedaje,S/284,por 5 noches,https://www.airbnb.com.pe/rooms/1450342455865484559?search_mode=regular_search&adults=1&check_in=2025-07-09&check_out=2025-07-14&children=0&infants=0&pets=0&source_impression_id=p3_1752048333_P3urJ_RXHsRi7zHv&previous_page_section_name=1000&federated_search_id=e140cf14-99cd-4d45-986c-431d4104bdc6
Madre de Dios,Habitación en Puerto Maldonado,Acogedora casa rodeada de naturaleza,S/469,por 5 noches,https://www.airbnb.com.pe/rooms/705828953067676632?search_mode=regular_search&adults=1&category_tag=Tag%3A8678&check_in=2025-07-09&check_out=2025-07-14&children=0&infants=0&pets=0&photo_id=1482133033&source_impression_id=p3_1752048333_P3evPYlRDgPrHXXn&previous_page_section_name=1000&federated_search_id=e140cf14-99cd-4d45-986c-431d4104bdc6
Madre de Dios,Hostal en Puerto Maldonado,Hospedaje Don Marco - PEM,S/292,por 5 noches,https://www.airbnb.com.pe/rooms/1414551855484248543?search_mode=regular_search&adults=1&check_in=2025-07-10&check_out=2025-07-15&children=0&infants=0&pets=0&source_impression_id=p3_1752048333_P3B5PjFKPFsOyESZ&previous_page_section_name=1000&federated_search_id=e140cf14-99cd-4d45-986c-431d4104bdc6
Madre de Dios,Apartamento en Puerto Maldonado,Departamento con aire acondicionado,S/735,por 5 noches,https://www.airbnb.com.pe/rooms/567263826878080562?search_mode=regular_search&adults=1&check_in=2025-07-29&check_out=2025-08-03&children=0&infants=0&pets=0&source_impression_id=p3_1752048333_P3jXXhlcknqwfxlW&previous_page_section_name=1000&federated_search_id=e140cf14-99cd-4d45-986c-431d4104bdc6
Madre de Dios,Habitación en Puerto Maldonado,Habitación Acogedora,S/350,por 5 noches,https://www.airbnb.com.pe/rooms/1061022200201137913?search_mode=regular_search&adults=1&category_tag=Tag%3A8678&check_in=2025-07-09&check_out=2025-07-14&children=0&infants=0&pets=0&photo_id=1812961362&source_impression_id=p3_1752048333_P3cY9vz7MuBBU6iO&previous_page_section_name=1000&federated_search_id=e140cf14-99cd-4d45-986c-431d4104bdc6
Madre de Dios,Lugar para quedarse en Puerto Maldonado,Habitación Privada en Cabaña con cocina compartida,S/381,por 5 noches,https://www.airbnb.com.pe/rooms/42313198?search_mode=regular_search&adults=1&check_in=2025-07-12&check_out=2025-07-17&children=0&infants=0&pets=0&source_impression_id=p3_1752048333_P3NwfyyzrEeNy5ZU&previous_page_section_name=1000&federated_search_id=e140cf14-99cd-4d45-986c-431d4104bdc6
Moquegua,Apartamento en Ilo,"Mini departamento en Ilo, Moquegua",S/467,por 5 noches,https://www.airbnb.com.pe/rooms/1411634013424059136?search_mode=regular_search&adults=1&check_in=2025-07-09&check_out=2025-07-14&children=0&infants=0&pets=0&source_impression_id=p3_1752048343_P3aSHggLcTlpQi0n&previous_page_section_name=1000&federated_search_id=9e144d8d-3ec0-4007-9532-a7e36078bb69
Moquegua,Apartamento en Pacocha,Acogedor departamento de estreno,S/741,por 5 noches,https://www.airbnb.com.pe/rooms/879599995283461946?search_mode=regular_search&adults=1&check_in=2025-07-13&check_out=2025-07-18&children=0&infants=0&pets=0&source_impression_id=p3_1752048345_P3lIZQO1trFNPnXo&previous_page_section_name=1000&federated_search_id=9e144d8d-3ec0-4007-9532-a7e36078bb69
Moquegua,Apartamento en Ilo,Moderno departamento Céntrico,S/584,por 5 noches,https://www.airbnb.com.pe/rooms/1268467725194663816?search_mode=regular_search&adults=1&check_in=2025-07-09&check_out=2025-07-14&children=0&infants=0&pets=0&source_impression_id=p3_1752048345_P3IbJWUzu2qGop64&previous_page_section_name=1000&federated_search_id=9e144d8d-3ec0-4007-9532-a7e36078bb69
Moquegua,Apartamento en Pacocha,Departamento en Ilo - Estacionamiento Gratuito,S/683,por 5 noches,https://www.airbnb.com.pe/rooms/1058250629408855460?search_mode=regular_search&adults=1&check_in=2025-07-09&check_out=2025-07-14&children=0&infants=0&pets=0&source_impression_id=p3_1752048345_P354IoxghRxrlfZy&previous_page_section_name=1000&federated_search_id=9e144d8d-3ec0-4007-9532-a7e36078bb69
Moquegua,Apartamento en Pacocha,"Departamento en Ilo, 1er piso y vista al mar.",S/527,por 5 noches,https://www.airbnb.com.pe/rooms/1329846519963908768?search_mode=regular_search&adults=1&check_in=2025-07-10&check_out=2025-07-15&children=0&infants=0&pets=0&source_impression_id=p3_1752048345_P3dzUhdFtWxOCFur&previous_page_section_name=1000&federated_search_id=9e144d8d-3ec0-4007-9532-a7e36078bb69
Moquegua,Alojamiento en Ilo,La casa de Giovi,S/671,por 5 noches,https://www.airbnb.com.pe/rooms/1293383380557511923?search_mode=regular_search&adults=1&check_in=2025-07-09&check_out=2025-07-14&children=0&infants=0&pets=0&source_impression_id=p3_1752048345_P3NatODoueMFWd4P&previous_page_section_name=1000&federated_search_id=9e144d8d-3ec0-4007-9532-a7e36078bb69
Moquegua,Apartamento en Ilo,1er PISO-Departamento con cochera Ilo-Ciudad Nueva,S/683,por 5 noches,https://www.airbnb.com.pe/rooms/791383850955075551?search_mode=regular_search&adults=1&check_in=2025-07-14&check_out=2025-07-19&children=0&infants=0&pets=0&source_impression_id=p3_1752048345_P3N15LVBzqyKUC0c&previous_page_section_name=1000&federated_search_id=9e144d8d-3ec0-4007-9532-a7e36078bb69
Moquegua,Apartamento en Pacocha,Acogedor Departamento en Ilo con estacionamiento,S/753,por 5 noches,https://www.airbnb.com.pe/rooms/1278349274697946902?search_mode=regular_search&adults=1&check_in=2025-07-09&check_out=2025-07-14&children=0&infants=0&pets=0&source_impression_id=p3_1752048345_P3RYYkJNErzvYPh9&previous_page_section_name=1000&federated_search_id=9e144d8d-3ec0-4007-9532-a7e36078bb69
Moquegua,Apartamento en Ilo,Departamento de estreno y céntrico en Ilo 3H 2B,S/866,por 5 noches,https://www.airbnb.com.pe/rooms/946452135743125470?search_mode=regular_search&adults=1&check_in=2025-07-12&check_out=2025-07-17&children=0&infants=0&pets=0&source_impression_id=p3_1752048345_P3wG-aLdgZvCF7JT&previous_page_section_name=1000&federated_search_id=9e144d8d-3ec0-4007-9532-a7e36078bb69
Moquegua,Apartamento en Ilo,"Departamento de Estreno, amoblado y céntrico 1H 1B",S/455,por 5 noches,https://www.airbnb.com.pe/rooms/967483329198511553?search_mode=regular_search&adults=1&check_in=2025-07-12&check_out=2025-07-17&children=0&infants=0&pets=0&source_impression_id=p3_1752048345_P3unGQjFbfYLEM6L&previous_page_section_name=1000&federated_search_id=9e144d8d-3ec0-4007-9532-a7e36078bb69
Pasco,Alojamiento en Oxapampa,Casa familiar en Oxapampa,S/525,por 5 noches,https://www.airbnb.com.pe/rooms/1376401241804488311?search_mode=regular_search&adults=1&check_in=2025-07-10&check_out=2025-07-15&children=0&infants=0&pets=0&source_impression_id=p3_1752048355_P3VfaFJbPmB06YMR&previous_page_section_name=1000&federated_search_id=502b5eb8-5cd7-4218-973c-43c28d14629a
Pasco,Minicasa en Oxapampa,"Lucky Lodge - Piscina, fogata. A 7 minutos del centro.",S/957,por 5 noches,https://www.airbnb.com.pe/rooms/1421014276498062163?search_mode=regular_search&adults=1&check_in=2025-07-13&check_out=2025-07-18&children=0&infants=0&pets=0&source_impression_id=p3_1752048357_P3AOpH9vL9JdWUvd&previous_page_section_name=1000&federated_search_id=502b5eb8-5cd7-4218-973c-43c28d14629a
Pasco,Cabaña en Oxapampa,casa en el bosque,"S/1,377",por 5 noches,https://www.airbnb.com.pe/rooms/1398900952505522846?search_mode=regular_search&adults=1&check_in=2025-08-24&check_out=2025-08-29&children=0&infants=0&pets=0&source_impression_id=p3_1752048357_P3nHumj5qvRfFlbo&previous_page_section_name=1000&federated_search_id=502b5eb8-5cd7-4218-973c-43c28d14629a
Pasco,Cabaña en Chontabamba,Monte Cherom: cabaña Motmot en el bosque de nubes,"S/2,042",por 5 noches,https://www.airbnb.com.pe/rooms/1211722451538826881?search_mode=regular_search&adults=1&check_in=2025-08-08&check_out=2025-08-13&children=0&infants=0&pets=0&source_impression_id=p3_1752048357_P3UD1BZ7Y75BkH4f&previous_page_section_name=1000&federated_search_id=502b5eb8-5cd7-4218-973c-43c28d14629a
Pasco,Lugar para quedarse en Oxapampa,Elegancia Matrimonial en el Centro Urbano (-25%),S/299,por 5 noches,https://www.airbnb.com.pe/rooms/947009526605474873?search_mode=regular_search&adults=1&check_in=2025-07-14&check_out=2025-07-19&children=0&infants=0&pets=0&source_impression_id=p3_1752048357_P3SLqz2E0P7YcFYq&previous_page_section_name=1000&federated_search_id=502b5eb8-5cd7-4218-973c-43c28d14629a
Pasco,Habitación en Oxapampa,El Punto Oxapampino!,S/335,,https://www.airbnb.com.pe/rooms/1209437967771933484?search_mode=regular_search&adults=1&category_tag=Tag%3A8678&check_in=2025-07-11&check_out=2025-07-16&children=0&infants=0&pets=0&photo_id=2143672944&source_impression_id=p3_1752048357_P3acchOYbNz0AP_l&previous_page_section_name=1000&federated_search_id=502b5eb8-5cd7-4218-973c-43c28d14629a
Pasco,Cabaña en Oxapampa,"Cabaña para 7 personas. Piscina, parrilla, fogata","S/1,382",,https://www.airbnb.com.pe/rooms/697845905326842678?search_mode=regular_search&adults=1&check_in=2025-07-09&check_out=2025-07-14&children=0&infants=0&pets=0&source_impression_id=p3_1752048357_P3kufgxYDDfrJCiN&previous_page_section_name=1000&federated_search_id=502b5eb8-5cd7-4218-973c-43c28d14629a
Pasco,Minicasa en Chontabamba,"Fundo crespo, MINI 1",S/755,por 5 noches,https://www.airbnb.com.pe/rooms/1425000860324945895?search_mode=regular_search&adults=1&check_in=2025-07-09&check_out=2025-07-14&children=0&infants=0&pets=0&source_impression_id=p3_1752048357_P39oM3rMD27gJNHV&previous_page_section_name=1000&federated_search_id=502b5eb8-5cd7-4218-973c-43c28d14629a
Pasco,Apartamento en Oxapampa,"Minidepa Minimalista, cocina, vista valle Oxapampa",S/589,,https://www.airbnb.com.pe/rooms/1127700751869015067?search_mode=regular_search&adults=1&check_in=2025-07-13&check_out=2025-07-18&children=0&infants=0&pets=0&source_impression_id=p3_1752048357_P3CihARuoK4BSrzR&previous_page_section_name=1000&federated_search_id=502b5eb8-5cd7-4218-973c-43c28d14629a
Pasco,Alojamiento en Chontabamba,Casa de campo Oro Verde Oxapampa,S/467,por 5 noches,https://www.airbnb.com.pe/rooms/853795558836753049?search_mode=regular_search&adults=1&check_in=2025-08-22&check_out=2025-08-27&children=0&infants=0&pets=0&source_impression_id=p3_1752048357_P3tbBAbVKoePfoVh&previous_page_section_name=1000&federated_search_id=502b5eb8-5cd7-4218-973c-43c28d14629a
Piura,Apartamento en Piura,Centro de Piura,S/260,por 5 noches,https://www.airbnb.com.pe/rooms/1438443770961746927?search_mode=regular_search&adults=1&check_in=2025-07-11&check_out=2025-07-16&children=0&infants=0&pets=0&source_impression_id=p3_1752048367_P37aet0Q4yMB7eND&previous_page_section_name=1000&federated_search_id=075e6265-1a87-4084-97a4-7c0f9690a180
Piura,Apartamento en Piura,Luz de arena Piura,S/625,por 5 noches,https://www.airbnb.com.pe/rooms/1402841155669277587?search_mode=regular_search&adults=1&check_in=2025-07-10&check_out=2025-07-15&children=0&infants=0&pets=0&source_impression_id=p3_1752048368_P3N0s7Z2T_KIbAJg&previous_page_section_name=1000&federated_search_id=075e6265-1a87-4084-97a4-7c0f9690a180
Piura,Apartamento en Piura,Enbelle Home! ¡Exclusivo! Departamento + Piscina,S/695,,https://www.airbnb.com.pe/rooms/1390040489587112657?search_mode=regular_search&adults=1&check_in=2025-07-11&check_out=2025-07-16&children=0&infants=0&pets=0&source_impression_id=p3_1752048368_P3q8KrNjwPxmX4Ad&previous_page_section_name=1000&federated_search_id=075e6265-1a87-4084-97a4-7c0f9690a180
Piura,Apartamento en Piura,Casa Serena I - Tu refugio en Piura,S/610,por 5 noches,https://www.airbnb.com.pe/rooms/1396524890229988954?search_mode=regular_search&adults=1&check_in=2025-07-18&check_out=2025-07-23&children=0&infants=0&pets=0&source_impression_id=p3_1752048369_P3RwnZdeZaox6Mgh&previous_page_section_name=1000&federated_search_id=075e6265-1a87-4084-97a4-7c0f9690a180
Piura,Apartamento en Piura,Relájate en Piura: estudio y cochera privada,S/617,,https://www.airbnb.com.pe/rooms/1043555729683772538?search_mode=regular_search&adults=1&check_in=2025-07-14&check_out=2025-07-19&children=0&infants=0&pets=0&source_impression_id=p3_1752048369_P3F3t6icFRVFrxl2&previous_page_section_name=1000&federated_search_id=075e6265-1a87-4084-97a4-7c0f9690a180
Piura,Condo en Piura,"Departamento de estreno, 3hab,A/C,Piscina y gym",S/853,por 5 noches,https://www.airbnb.com.pe/rooms/1302384049416898431?search_mode=regular_search&adults=1&check_in=2025-07-09&check_out=2025-07-14&children=0&infants=0&pets=0&source_impression_id=p3_1752048369_P3PRnudrxjjNMSDU&previous_page_section_name=1000&federated_search_id=075e6265-1a87-4084-97a4-7c0f9690a180
Piura,Alojamiento en Piura,Apartamento Zona Céntrica de Piura,S/317,por 5 noches,https://www.airbnb.com.pe/rooms/1406704234783188713?search_mode=regular_search&adults=1&check_in=2025-07-19&check_out=2025-07-24&children=0&infants=0&pets=0&source_impression_id=p3_1752048369_P3lb0243J2CG33RC&previous_page_section_name=1000&federated_search_id=075e6265-1a87-4084-97a4-7c0f9690a180
Piura,Alojamiento en Piura,Habitación con vista a la calle,S/283,por 5 noches,https://www.airbnb.com.pe/rooms/1379819161799244833?search_mode=regular_search&adults=1&check_in=2025-07-09&check_out=2025-07-14&children=0&infants=0&pets=0&source_impression_id=p3_1752048369_P3NxmMDgfJT_buYS&previous_page_section_name=1000&federated_search_id=075e6265-1a87-4084-97a4-7c0f9690a180
Piura,Apartamento en Piura,Moderno dpto con Aire Acondicionado,S/634,por 5 noches,https://www.airbnb.com.pe/rooms/1069524682896973657?search_mode=regular_search&adults=1&check_in=2025-07-19&check_out=2025-07-24&children=0&infants=0&pets=0&source_impression_id=p3_1752048369_P3OOq43K9LFxJEoH&previous_page_section_name=1000&federated_search_id=075e6265-1a87-4084-97a4-7c0f9690a180
Piura,Apartamento en Piura,Apartamento en Piura con aire acondicionado,S/639,por 5 noches,https://www.airbnb.com.pe/rooms/1356774001114093827?search_mode=regular_search&adults=1&check_in=2025-07-12&check_out=2025-07-17&children=0&infants=0&pets=0&source_impression_id=p3_1752048369_P3KGrcleq9UML6Zt&previous_page_section_name=1000&federated_search_id=075e6265-1a87-4084-97a4-7c0f9690a180
Puno,Apartamento en Puno,“Tu refugio moderno y cómodo”,S/363,por 5 noches,https://www.airbnb.com.pe/rooms/1440178082335672465?search_mode=regular_search&adults=1&check_in=2025-07-09&check_out=2025-07-14&children=0&infants=0&pets=0&source_impression_id=p3_1752048379_P3HBdvj8J70YlylH&previous_page_section_name=1000&federated_search_id=7ab3e336-4a39-45c6-9a21-05256e27221f
Puno,Apartamento en Puno,Habitación Independiente en Puno - (Céntrico),S/450,por 5 noches,https://www.airbnb.com.pe/rooms/1429803053261802780?search_mode=regular_search&adults=1&check_in=2025-07-09&check_out=2025-07-14&children=0&infants=0&pets=0&source_impression_id=p3_1752048381_P3bu3syaUkY62Exp&previous_page_section_name=1000&federated_search_id=7ab3e336-4a39-45c6-9a21-05256e27221f
Puno,Apartamento en Puno,La Posada de Mary,S/292,por 5 noches,https://www.airbnb.com.pe/rooms/1109377297910655374?search_mode=regular_search&adults=1&check_in=2025-07-10&check_out=2025-07-15&children=0&infants=0&pets=0&source_impression_id=p3_1752048381_P3bwavccPPUZvG-o&previous_page_section_name=1000&federated_search_id=7ab3e336-4a39-45c6-9a21-05256e27221f
Puno,Apartamento en Puno,Departamento acogedor en Puno,S/350,por 5 noches,https://www.airbnb.com.pe/rooms/1367593479090405775?search_mode=regular_search&adults=1&check_in=2025-07-09&check_out=2025-07-14&children=0&infants=0&pets=0&source_impression_id=p3_1752048381_P3f195gpvCMUA4XF&previous_page_section_name=1000&federated_search_id=7ab3e336-4a39-45c6-9a21-05256e27221f
Puno,Apartamento en Puno,Apartamento Puno,S/361,por 5 noches,https://www.airbnb.com.pe/rooms/1446344352721876493?search_mode=regular_search&adults=1&check_in=2025-07-15&check_out=2025-07-20&children=0&infants=0&pets=0&source_impression_id=p3_1752048381_P3Xiz90KIW7jTQB9&previous_page_section_name=1000&federated_search_id=7ab3e336-4a39-45c6-9a21-05256e27221f
Puno,Apartamento en Puno,Mini departamento acogedor de estreno,S/513,por 5 noches,https://www.airbnb.com.pe/rooms/1369047603830716565?search_mode=regular_search&adults=1&check_in=2025-07-16&check_out=2025-07-21&children=0&infants=0&pets=0&source_impression_id=p3_1752048381_P3JLMINm4ZLMzxYl&previous_page_section_name=1000&federated_search_id=7ab3e336-4a39-45c6-9a21-05256e27221f
