departamento,lugar_recomendado,descripcion,precio,duracion,url
Callao,Habitación en Callao,Cozy room cerca aeropuerto / traslado seguro,S/304,,https://www.airbnb.com.pe/rooms/637069226603238253?search_mode=regular_search&adults=1&category_tag=Tag%3A8678&check_in=2025-07-09&check_out=2025-07-14&children=0&infants=0&pets=0&photo_id=1640160004&source_impression_id=p3_1752048206_P3LlJmKkc3-r0AYD&previous_page_section_name=1000&federated_search_id=1010b50d-4cc5-4ebf-8403-0a56e6ff8cb1
Callao,Apartamento en Callao,Amplio y acogedor. 15 min del nuevo Aeropuerto,S/439,por 5 noches,https://www.airbnb.com.pe/rooms/51406767?search_mode=regular_search&adults=1&check_in=2025-07-28&check_out=2025-08-02&children=0&infants=0&pets=0&source_impression_id=p3_1752048206_P3XiWrNzSt-QLObF&previous_page_section_name=1000&federated_search_id=1010b50d-4cc5-4ebf-8403-0a56e6ff8cb1
Cusco,Apartamento en Cusco,Apartamento en Cusco,S/221,por 5 noches,https://www.airbnb.com.pe/rooms/1447242802237841154?search_mode=regular_search&adults=1&check_in=2025-07-09&check_out=2025-07-14&children=0&infants=0&pets=0&source_impression_id=p3_1752048218_P32GM8UxwPxdBqk-&previous_page_section_name=1000&federated_search_id=066c037c-787d-4ae0-8256-16597713dbae
Cusco,Apartamento en Cusco,habitación,S/234,por 5 noches,https://www.airbnb.com.pe/rooms/1155097888747219275?search_mode=regular_search&adults=1&check_in=2025-07-09&check_out=2025-07-14&children=0&infants=0&pets=0&source_impression_id=p3_1752048220_P3c33MuB4dvD5Vz5&previous_page_section_name=1000&federated_search_id=066c037c-787d-4ae0-8256-16597713dbae
Cusco,Apartamento en Cusco,Casa de la Tranquilidad,S/409,por 5 noches,https://www.airbnb.com.pe/rooms/1377912183962729100?search_mode=regular_search&adults=1&check_in=2025-07-09&check_out=2025-07-14&children=0&infants=0&pets=0&source_impression_id=p3_1752048220_P3a4Kw_K6zhyAjA4&previous_page_section_name=1000&federated_search_id=066c037c-787d-4ae0-8256-16597713dbae
Cusco,Apartamento en Cusco,Acogedor con vista hermosa 503,S/514,por 5 noches,https://www.airbnb.com.pe/rooms/1385644813901126649?search_mode=regular_search&adults=1&check_in=2025-09-23&check_out=2025-09-28&children=0&infants=0&pets=0&source_impression_id=p3_1752048220_P397T3G9XgnIHv4n&previous_page_section_name=1000&federated_search_id=066c037c-787d-4ae0-8256-16597713dbae
Cusco,Apartamento en Cusco,Departamento 10 min de la plaza.,S/496,por 5 noches,https://www.airbnb.com.pe/rooms/1422117076528584718?search_mode=regular_search&adults=1&check_in=2025-07-09&check_out=2025-07-14&children=0&infants=0&pets=0&source_impression_id=p3_1752048220_P3MsijiLOEu7LkVH&previous_page_section_name=1000&federated_search_id=066c037c-787d-4ae0-8256-16597713dbae
Cusco,Apartamento en Cusco,Apartamento Privado Familiar,S/327,por 5 noches,https://www.airbnb.com.pe/rooms/1443825803919076767?search_mode=regular_search&adults=1&check_in=2025-07-09&check_out=2025-07-14&children=0&infants=0&pets=0&source_impression_id=p3_1752048220_P3OTtavSA4m6PSnB&previous_page_section_name=1000&federated_search_id=066c037c-787d-4ae0-8256-16597713dbae
Cusco,Lugar para quedarse en Cusco,Bella habitación independiente con smart tv,S/248,por 5 noches,https://www.airbnb.com.pe/rooms/1157616286270563991?search_mode=regular_search&adults=1&check_in=2025-07-11&check_out=2025-07-16&children=0&infants=0&pets=0&source_impression_id=p3_1752048220_P38bM9C5nJb4hzXD&previous_page_section_name=1000&federated_search_id=066c037c-787d-4ae0-8256-16597713dbae
Cusco,Habitación en Cusco,Acogedora Habitación con baño privado,S/234,por 5 noches,https://www.airbnb.com.pe/rooms/640506548881571441?search_mode=regular_search&adults=1&category_tag=Tag%3A8678&check_in=2025-07-18&check_out=2025-07-23&children=0&infants=0&pets=0&photo_id=1425160689&source_impression_id=p3_1752048220_P36HlqSYHKqffWL1&previous_page_section_name=1000&federated_search_id=066c037c-787d-4ae0-8256-16597713dbae
Cusco,Apartamento en Cusco,Apartamento acogedor privado en Cuzco,S/400,,https://www.airbnb.com.pe/rooms/51270605?search_mode=regular_search&adults=1&check_in=2025-07-09&check_out=2025-07-14&children=0&infants=0&pets=0&source_impression_id=p3_1752048220_P3Ar14M1KyO-4JpN&previous_page_section_name=1000&federated_search_id=066c037c-787d-4ae0-8256-16597713dbae
Cusco,Lugar para quedarse en Cusco,Posada del León X,S/350,,https://www.airbnb.com.pe/rooms/617549817382287708?search_mode=regular_search&adults=1&check_in=2025-07-13&check_out=2025-07-18&children=0&infants=0&pets=0&source_impression_id=p3_1752048220_P3huy6rmOiFGHKvI&previous_page_section_name=1000&federated_search_id=066c037c-787d-4ae0-8256-16597713dbae
Huancavelica,Apartamento en Huancavelica,Departamentos en Huancavelica,S/515,por 5 noches,https://www.airbnb.com.pe/rooms/1341354597594317003?search_mode=regular_search&adults=1&check_in=2025-07-10&check_out=2025-07-15&children=0&infants=0&pets=0&source_impression_id=p3_1752048231_P3AbmYoFXF5TNPk6&previous_page_section_name=1000&federated_search_id=b90b0de9-5282-41e8-bde3-d8cdaa564d32
Huancavelica,Apartamento en Huancavelica,¡Cariñito huancavelicano!,"S/1,021",por 5 noches,https://www.airbnb.com.pe/rooms/1236472646894983697?search_mode=regular_search&adults=1&check_in=2025-07-13&check_out=2025-07-18&children=0&infants=0&pets=0&source_impression_id=p3_1752048233_P3KLiSHqKqukJJJC&previous_page_section_name=1000&federated_search_id=b90b0de9-5282-41e8-bde3-d8cdaa564d32
Huancavelica,Apartamento en Huancavelica,Departamento a dos cuadras de la plaza principal,S/525,por 5 noches,https://www.airbnb.com.pe/rooms/1235023936792573031?search_mode=regular_search&adults=1&check_in=2025-07-19&check_out=2025-07-24&children=0&infants=0&pets=0&source_impression_id=p3_1752048233_P3ZpS9zrXJXsqsDH&previous_page_section_name=1000&federated_search_id=b90b0de9-5282-41e8-bde3-d8cdaa564d32
Huancavelica,Apartamento en Huancavelica,PRECIOSO DEPARTAMENTO CON CHIMENEA INTERIOR,"S/1,080",por 5 noches,https://www.airbnb.com.pe/rooms/53528321?search_mode=regular_search&adults=1&check_in=2025-07-09&check_out=2025-07-14&children=0&infants=0&pets=0&source_impression_id=p3_1752048233_P3Y2j3voV76y9uxh&previous_page_section_name=1000&federated_search_id=b90b0de9-5282-41e8-bde3-d8cdaa564d32
Huancavelica,Habitación en Huancavelica,Acogedor Alojamiento en Huancavelica Pymabet,S/263,por 5 noches,https://www.airbnb.com.pe/rooms/755170865168686394?search_mode=regular_search&adults=1&category_tag=Tag%3A8678&check_in=2025-07-09&check_out=2025-07-14&children=0&infants=0&pets=0&photo_id=1523544990&source_impression_id=p3_1752048233_P3GASQXfRzcWwhhe&previous_page_section_name=1000&federated_search_id=b90b0de9-5282-41e8-bde3-d8cdaa564d32
Huancavelica,Alojamiento en Huancavelica,Casa con ambiente familiar.,"S/1,167",por 5 noches,https://www.airbnb.com.pe/rooms/958638350161926670?search_mode=regular_search&adults=1&check_in=2025-07-09&check_out=2025-07-14&children=0&infants=0&pets=0&source_impression_id=p3_1752048233_P3_YYCwE9LBkAvnY&previous_page_section_name=1000&federated_search_id=b90b0de9-5282-41e8-bde3-d8cdaa564d32
Huancavelica,Apartamento en Huancavelica,Acogedor mini departamento.,S/467,por 5 noches,https://www.airbnb.com.pe/rooms/1207169781677040051?search_mode=regular_search&adults=1&check_in=2025-07-09&check_out=2025-07-14&children=0&infants=0&pets=0&source_impression_id=p3_1752048233_P3vZl9EBAfBngJna&previous_page_section_name=1000&federated_search_id=b90b0de9-5282-41e8-bde3-d8cdaa564d32
Huancavelica,Casa de huéspedes en Huancavelica,"casa de Huéspedes ""El Mercurio""",S/280,por 5 noches,https://www.airbnb.com.pe/rooms/875644056690885957?search_mode=regular_search&adults=1&check_in=2025-07-12&check_out=2025-07-17&children=0&infants=0&pets=0&source_impression_id=p3_1752048233_P38v0ErdWUAp_Hkh&previous_page_section_name=1000&federated_search_id=b90b0de9-5282-41e8-bde3-d8cdaa564d32
Huancavelica,Habitación en Huancavelica,Posada Señor de Palomo,S/183,,https://www.airbnb.com.pe/rooms/1334826767133086949?search_mode=regular_search&adults=1&category_tag=Tag%3A8678&check_in=2025-07-09&check_out=2025-07-14&children=0&infants=0&pets=0&photo_id=2069045854&source_impression_id=p3_1752048233_P3ilIMuCz5hQhqmH&previous_page_section_name=1000&federated_search_id=b90b0de9-5282-41e8-bde3-d8cdaa564d32
Huancavelica,Apartamento en Huancavelica,CASA/ALOJAMIENTO PYMABET,"S/1,074",por 5 noches,https://www.airbnb.com.pe/rooms/41791367?search_mode=regular_search&adults=1&check_in=2025-07-09&check_out=2025-07-14&children=0&infants=0&pets=0&source_impression_id=p3_1752048233_P3w7kg_oQLAqvgpd&previous_page_section_name=1000&federated_search_id=b90b0de9-5282-41e8-bde3-d8cdaa564d32
Huánuco,Apartamento en Huánuco,Céntrico mini apartamento,S/409,por 5 noches,https://www.airbnb.com.pe/rooms/1369006583888143298?search_mode=regular_search&adults=1&check_in=2025-07-09&check_out=2025-07-14&children=0&infants=0&pets=0&source_impression_id=p3_1752048244_P3_wC-_B_hz9ce2o&previous_page_section_name=1000&federated_search_id=655b3735-5174-4e2f-a887-0a37f7e4b4bb
Huánuco,Apartamento en Huánuco,"Moderno Dpto a 5min Plaza-Wifi 1,000Mbps+Netflix",S/516,por 5 noches,https://www.airbnb.com.pe/rooms/1151078939336732711?search_mode=regular_search&adults=1&check_in=2025-07-31&check_out=2025-08-05&children=0&infants=0&pets=0&source_impression_id=p3_1752048246_P3VIBau5SGM8dcZ2&previous_page_section_name=1000&federated_search_id=655b3735-5174-4e2f-a887-0a37f7e4b4bb
Huánuco,Alojamiento en Amarilis,Departamento increíble amplia y cómoda,S/409,,https://www.airbnb.com.pe/rooms/1401571687618249105?search_mode=regular_search&adults=1&check_in=2025-07-14&check_out=2025-07-19&children=0&infants=0&pets=0&source_impression_id=p3_1752048246_P3g8Jd7ZyzrSZJv1&previous_page_section_name=1000&federated_search_id=655b3735-5174-4e2f-a887-0a37f7e4b4bb
Huánuco,Apartamento en Amarilis,Departamento Familiar - Huánuco,S/602,por 5 noches,https://www.airbnb.com.pe/rooms/1406591219966451726?search_mode=regular_search&adults=1&check_in=2025-07-20&check_out=2025-07-25&children=0&infants=0&pets=0&source_impression_id=p3_1752048246_P3THpOSpUX6DB-aw&previous_page_section_name=1000&federated_search_id=655b3735-5174-4e2f-a887-0a37f7e4b4bb
Huánuco,Apartamento en Huánuco,Departamento familiar.,S/724,por 5 noches,https://www.airbnb.com.pe/rooms/1234148511697913917?search_mode=regular_search&adults=1&check_in=2025-07-09&check_out=2025-07-14&children=0&infants=0&pets=0&source_impression_id=p3_1752048246_P3bJQGCuiQQI4TQD&previous_page_section_name=1000&federated_search_id=655b3735-5174-4e2f-a887-0a37f7e4b4bb
Huánuco,Habitación en Huánuco,Habitación Tres,S/243,por 5 noches,https://www.airbnb.com.pe/rooms/1340983742366672217?search_mode=regular_search&adults=1&category_tag=Tag%3A8678&check_in=2025-07-09&check_out=2025-07-14&children=0&infants=0&pets=0&photo_id=2075259158&source_impression_id=p3_1752048246_P3tXu4SBcGi27V1o&previous_page_section_name=1000&federated_search_id=655b3735-5174-4e2f-a887-0a37f7e4b4bb
Huánuco,Alojamiento en Huánuco,Habitación en el primer piso Acceso privado,S/286,por 5 noches,https://www.airbnb.com.pe/rooms/1361282985979984242?search_mode=regular_search&adults=1&check_in=2025-07-09&check_out=2025-07-14&children=0&infants=0&pets=0&source_impression_id=p3_1752048246_P31IaqAplMOM53TA&previous_page_section_name=1000&federated_search_id=655b3735-5174-4e2f-a887-0a37f7e4b4bb
Huánuco,Apartamento en Amarilis,Moderno y acogedor departamento en Huánuco.,S/887,,https://www.airbnb.com.pe/rooms/1029953868798436817?search_mode=regular_search&adults=1&check_in=2025-07-11&check_out=2025-07-16&children=0&infants=0&pets=0&source_impression_id=p3_1752048246_P3j5AT0adH1zjjfl&previous_page_section_name=1000&federated_search_id=655b3735-5174-4e2f-a887-0a37f7e4b4bb
Huánuco,Apartamento en Amarilis,"Casa Sacha 1 habitación con gran vista Huanuco, Perú",S/533,por 5 noches,https://www.airbnb.com.pe/rooms/1355307608966870565?search_mode=regular_search&adults=1&check_in=2025-07-09&check_out=2025-07-14&children=0&infants=0&pets=0&source_impression_id=p3_1752048246_P3ymwz_StfKoOmEN&previous_page_section_name=1000&federated_search_id=655b3735-5174-4e2f-a887-0a37f7e4b4bb
Huánuco,Apartamento en Amarilis,Departamento Moderno y Acogedora,S/616,por 5 noches,https://www.airbnb.com.pe/rooms/1252473345046144147?search_mode=regular_search&adults=1&check_in=2025-07-09&check_out=2025-07-14&children=0&infants=0&pets=0&source_impression_id=p3_1752048246_P3Jpa5QL9gswe1Qr&previous_page_section_name=1000&federated_search_id=655b3735-5174-4e2f-a887-0a37f7e4b4bb
Ica,Alojamiento en Ica,Exclusiva casa en huacachina2 con estacionamiento,S/556,por 5 noches,https://www.airbnb.com.pe/rooms/1309656730824335209?search_mode=regular_search&adults=1&check_in=2025-07-09&check_out=2025-07-14&children=0&infants=0&pets=0&source_impression_id=p3_1752048257_P3RdqMFN1kF99poh&previous_page_section_name=1000&federated_search_id=2b9da3c8-2bf6-4604-9678-9c9118195da3
Ica,Alojamiento en Ica,Departamento a 2 cuadra de plaza de armas de Ica,S/441,por 5 noches,https://www.airbnb.com.pe/rooms/1415343340186759444?search_mode=regular_search&adults=1&check_in=2025-08-03&check_out=2025-08-08&children=0&infants=0&pets=0&source_impression_id=p3_1752048260_P3LY3qNp27Xv7uSM&previous_page_section_name=1000&federated_search_id=2b9da3c8-2bf6-4604-9678-9c9118195da3
Ica,Hotel en Ica,Hospedaje Villa del sol - 06,S/200,por 5 noches,https://www.airbnb.com.pe/rooms/1341441317115128326?search_mode=regular_search&adults=1&check_in=2025-07-11&check_out=2025-07-16&children=0&infants=0&pets=0&source_impression_id=p3_1752048260_P3A2G_32RzbWsJJy&previous_page_section_name=1000&federated_search_id=2b9da3c8-2bf6-4604-9678-9c9118195da3
Ica,Alojamiento en Ica,Departamento Los viñedos,S/720,por 5 noches,https://www.airbnb.com.pe/rooms/761543198680795036?search_mode=regular_search&adults=1&check_in=2025-07-20&check_out=2025-07-25&children=0&infants=0&pets=0&source_impression_id=p3_1752048260_P3RHolUmmfhVIN6V&previous_page_section_name=1000&federated_search_id=2b9da3c8-2bf6-4604-9678-9c9118195da3
Ica,Apartamento en Ica,Hermoso Departamento completo amoblado,S/532,por 5 noches,https://www.airbnb.com.pe/rooms/563783657927810497?search_mode=regular_search&adults=1&check_in=2025-07-10&check_out=2025-07-15&children=0&infants=0&pets=0&source_impression_id=p3_1752048260_P3d5t9a_VR5z6qjw&previous_page_section_name=1000&federated_search_id=2b9da3c8-2bf6-4604-9678-9c9118195da3
Ica,Apartamento en Ica,Apartamento en Ica (el azul),S/419,por 5 noches,https://www.airbnb.com.pe/rooms/1201540033252407027?search_mode=regular_search&adults=1&check_in=2025-07-13&check_out=2025-07-18&children=0&infants=0&pets=0&source_impression_id=p3_1752048260_P3V6D63BnrRwWPTd&previous_page_section_name=1000&federated_search_id=2b9da3c8-2bf6-4604-9678-9c9118195da3
Ica,Habitación en Ica,Habitación confortable independiente Primer piso,S/292,por 5 noches,https://www.airbnb.com.pe/rooms/1057455018183494436?search_mode=regular_search&adults=1&category_tag=Tag%3A8678&check_in=2025-07-09&check_out=2025-07-14&children=0&infants=0&pets=0&photo_id=1820517542&source_impression_id=p3_1752048260_P3zR2kLbgFFjAUgR&previous_page_section_name=1000&federated_search_id=2b9da3c8-2bf6-4604-9678-9c9118195da3
Ica,Habitación en Ica,Cama personal 3er piso a 2cdas plaza de armas,S/222,por 5 noches,https://www.airbnb.com.pe/rooms/1353047961980094959?search_mode=regular_search&adults=1&category_tag=Tag%3A8678&check_in=2025-07-09&check_out=2025-07-14&children=0&infants=0&pets=0&photo_id=2085851081&source_impression_id=p3_1752048260_P3uS-DVE0ura43mD&previous_page_section_name=1000&federated_search_id=2b9da3c8-2bf6-4604-9678-9c9118195da3
Ica,Alojamiento en Ica,"Casa moderna con piscina, amplio jardín y parrilla","S/2,505",por 5 noches,https://www.airbnb.com.pe/rooms/1370406665386453341?search_mode=regular_search&adults=1&check_in=2025-07-14&check_out=2025-07-19&children=0&infants=0&pets=0&source_impression_id=p3_1752048260_P3Uu87-oHSQ5h8yb&previous_page_section_name=1000&federated_search_id=2b9da3c8-2bf6-4604-9678-9c9118195da3
Ica,Apartamento en Ica,1 Alojamiento céntrico con cochera wifi y cocina,S/465,,https://www.airbnb.com.pe/rooms/992288157194285978?search_mode=regular_search&adults=1&check_in=2025-07-10&check_out=2025-07-15&children=0&infants=0&pets=0&source_impression_id=p3_1752048260_P3pGIOrXQv5m_8am&previous_page_section_name=1000&federated_search_id=2b9da3c8-2bf6-4604-9678-9c9118195da3
Junín,Habitación en Huancayo,Céntrica Habitación | WiFi | Baño privado,S/222,por 5 noches,https://www.airbnb.com.pe/rooms/1426480780334177983?search_mode=regular_search&adults=1&category_tag=Tag%3A8678&check_in=2025-07-10&check_out=2025-07-15&children=0&infants=0&pets=0&photo_id=2235075996&source_impression_id=p3_1752048271_P3WCvDaJTIvYzyNP&previous_page_section_name=1000&federated_search_id=decddb73-4b6e-4aa7-a148-2857309cd93e
Junín,Apartamento en Huancayo,Acogedor y céntrico I Departamento,S/572,por 5 noches,https://www.airbnb.com.pe/rooms/1020388793424125870?search_mode=regular_search&adults=1&check_in=2025-07-13&check_out=2025-07-18&children=0&infants=0&pets=0&source_impression_id=p3_1752048273_P3RnTJPANJKZHU8M&previous_page_section_name=1000&federated_search_id=decddb73-4b6e-4aa7-a148-2857309cd93e
Junín,Loft en Huancayo,Mini departamento,S/590,por 5 noches,https://www.airbnb.com.pe/rooms/587779520311963982?search_mode=regular_search&adults=1&check_in=2025-07-09&check_out=2025-07-14&children=0&infants=0&pets=0&source_impression_id=p3_1752048273_P3aZPOPkDPKjnUup&previous_page_section_name=1000&federated_search_id=decddb73-4b6e-4aa7-a148-2857309cd93e
Junín,Alojamiento en Huancayo,Hogar dulce hogar,S/289,por 5 noches,https://www.airbnb.com.pe/rooms/1434959210545627617?search_mode=regular_search&adults=1&check_in=2025-07-11&check_out=2025-07-16&children=0&infants=0&pets=0&source_impression_id=p3_1752048273_P3ujSxQpiy23nxoW&previous_page_section_name=1000&federated_search_id=decddb73-4b6e-4aa7-a148-2857309cd93e
Junín,Apartamento en Huancayo,101 Toscana Home,S/555,por 5 noches,https://www.airbnb.com.pe/rooms/1072425701258816107?search_mode=regular_search&adults=1&check_in=2025-07-13&check_out=2025-07-18&children=0&infants=0&pets=0&source_impression_id=p3_1752048273_P3BvSDqd8UrY-jwy&previous_page_section_name=1000&federated_search_id=decddb73-4b6e-4aa7-a148-2857309cd93e
Junín,Apartamento en Huancayo,Apartamento piso 10,S/730,por 5 noches,https://www.airbnb.com.pe/rooms/1219047945866768691?search_mode=regular_search&adults=1&check_in=2025-07-10&check_out=2025-07-15&children=0&infants=0&pets=0&source_impression_id=p3_1752048273_P3ff8JtUXxAaCkmx&previous_page_section_name=1000&federated_search_id=decddb73-4b6e-4aa7-a148-2857309cd93e
Junín,Apartamento en Huancayo,Huanca Loft,S/461,por 5 noches,https://www.airbnb.com.pe/rooms/1388476732148850106?search_mode=regular_search&adults=1&check_in=2025-07-12&check_out=2025-07-17&children=0&infants=0&pets=0&source_impression_id=p3_1752048273_P3sUzJ7wGaQxd1_D&previous_page_section_name=1000&federated_search_id=decddb73-4b6e-4aa7-a148-2857309cd93e
Junín,Loft en Huancayo,ROOF TOP diseño exclusivo,S/770,por 5 noches,https://www.airbnb.com.pe/rooms/1029629623676633942?search_mode=regular_search&adults=1&check_in=2025-07-10&check_out=2025-07-15&children=0&infants=0&pets=0&source_impression_id=p3_1752048273_P3_LSfi_569mjowZ&previous_page_section_name=1000&federated_search_id=decddb73-4b6e-4aa7-a148-2857309cd93e
Junín,Loft en Huancayo,Acogedora estadía con terraza,S/514,por 5 noches,https://www.airbnb.com.pe/rooms/1400936701585562564?search_mode=regular_search&adults=1&check_in=2025-07-09&check_out=2025-07-14&children=0&infants=0&pets=0&source_impression_id=p3_1752048273_P321CwGu7Mbykjvs&previous_page_section_name=1000&federated_search_id=decddb73-4b6e-4aa7-a148-2857309cd93e
Junín,Apartamento en Huancayo,Exclusivo Apartamento familiar con ascensor,S/805,por 5 noches,https://www.airbnb.com.pe/rooms/1398925348038489484?search_mode=regular_search&adults=1&check_in=2025-07-14&check_out=2025-07-19&children=0&infants=0&pets=0&source_impression_id=p3_1752048273_P3vcL_hI1jHB3vuK&previous_page_section_name=1000&federated_search_id=decddb73-4b6e-4aa7-a148-2857309cd93e
La Libertad,Apartamento en Víctor Larco Herrera,Covicorti 202/cerca a Mall Plaza,S/539,,https://www.airbnb.com.pe/rooms/1152994939037122384?search_mode=regular_search&adults=1&check_in=2025-07-13&check_out=2025-07-18&children=0&infants=0&pets=0&source_impression_id=p3_1752048282_P3P0dMe4_0lbqgdd&previous_page_section_name=1000&federated_search_id=34c18618-781d-4b9d-bb5f-f40045de8729
La Libertad,Lugar para quedarse en Trujillo,Habitación independiente Trujillo-Quintanas,S/321,por 5 noches,https://www.airbnb.com.pe/rooms/1240064946747437181?search_mode=regular_search&adults=1&check_in=2025-07-13&check_out=2025-07-18&children=0&infants=0&pets=0&source_impression_id=p3_1752048284_P3rINno6lyKW_1L8&previous_page_section_name=1000&federated_search_id=34c18618-781d-4b9d-bb5f-f40045de8729
La Libertad,Apartamento en Trujillo,Mini en San Andrés,S/613,por 5 noches,https://www.airbnb.com.pe/rooms/1371714259688398282?search_mode=regular_search&adults=1&check_in=2025-07-20&check_out=2025-07-25&children=0&infants=0&pets=0&source_impression_id=p3_1752048284_P3S7itL2nutO57AH&previous_page_section_name=1000&federated_search_id=34c18618-781d-4b9d-bb5f-f40045de8729
La Libertad,Apartamento en Víctor Larco Herrera,Covicorti - Hermoso departamento con terraza,S/689,por 5 noches,https://www.airbnb.com.pe/rooms/1396101969169391209?search_mode=regular_search&adults=1&check_in=2025-07-13&check_out=2025-07-18&children=0&infants=0&pets=0&source_impression_id=p3_1752048284_P3K4fHBNkL9vLEj5&previous_page_section_name=1000&federated_search_id=34c18618-781d-4b9d-bb5f-f40045de8729
La Libertad,Apartamento en Víctor Larco Herrera,Cerca al óvalo papal y metro,S/537,por 5 noches,https://www.airbnb.com.pe/rooms/1095846449402521835?search_mode=regular_search&adults=1&check_in=2025-07-18&check_out=2025-07-23&children=0&infants=0&pets=0&source_impression_id=p3_1752048284_P3c9vD4Q62Jh9-kY&previous_page_section_name=1000&federated_search_id=34c18618-781d-4b9d-bb5f-f40045de8729
La Libertad,Habitación en Trujillo,503- Confort habitación c/terraza privada/cochera,S/379,por 5 noches,https://www.airbnb.com.pe/rooms/1227163188526360673?search_mode=regular_search&adults=1&category_tag=Tag%3A8678&check_in=2025-07-09&check_out=2025-07-14&children=0&infants=0&pets=0&photo_id=1978286890&source_impression_id=p3_1752048284_P30CMiU5DpxUkg_X&previous_page_section_name=1000&federated_search_id=34c18618-781d-4b9d-bb5f-f40045de8729
La Libertad,Apartamento en Trujillo,Departamento muy confortable,S/700,por 5 noches,https://www.airbnb.com.pe/rooms/1327534188692922721?search_mode=regular_search&adults=1&check_in=2025-07-10&check_out=2025-07-15&children=0&infants=0&pets=0&source_impression_id=p3_1752048284_P3M0Yzr3fP9FwoVp&previous_page_section_name=1000&federated_search_id=34c18618-781d-4b9d-bb5f-f40045de8729
La Libertad,Apartamento en Trujillo,2BR | Trujillo Central Stay,S/609,,https://www.airbnb.com.pe/rooms/835016749376194909?search_mode=regular_search&adults=1&check_in=2025-07-10&check_out=2025-07-15&children=0&infants=0&pets=0&source_impression_id=p3_1752048284_P3gTOD8tJY213EsG&previous_page_section_name=1000&federated_search_id=34c18618-781d-4b9d-bb5f-f40045de8729
La Libertad,Habitación en Trujillo,Habitación Trujillo - Mall Plaza,S/263,por 5 noches,https://www.airbnb.com.pe/rooms/1322027026448819619?search_mode=regular_search&adults=1&category_tag=Tag%3A8678&check_in=2025-07-09&check_out=2025-07-14&children=0&infants=0&pets=0&photo_id=2101176230&source_impression_id=p3_1752048284_P3bvqVVuXT38YqeP&previous_page_section_name=1000&federated_search_id=34c18618-781d-4b9d-bb5f-f40045de8729
La Libertad,Apartamento en Víctor Larco Herrera,Mini departamento Víctor Larco,S/524,por 5 noches,https://www.airbnb.com.pe/rooms/1208779969269700629?search_mode=regular_search&adults=1&check_in=2025-07-15&check_out=2025-07-20&children=0&infants=0&pets=0&source_impression_id=p3_1752048284_P3zO9SRlWkORSeqs&previous_page_section_name=1000&federated_search_id=34c18618-781d-4b9d-bb5f-f40045de8729
Lambayeque,Alojamiento en Lambayeque,Casa de estreno.,S/507,por 5 noches,https://www.airbnb.com.pe/rooms/1355448712263756830?search_mode=regular_search&adults=1&check_in=2025-07-18&check_out=2025-07-23&children=0&infants=0&pets=0&source_impression_id=p3_1752048295_P3nlK91ZAuvcnjBH&previous_page_section_name=1000&federated_search_id=96a528a3-5209-40ef-bb40-7202e5eb31e0
Lambayeque,Alojamiento en Lambayeque,Casa Los Miguelitos,S/467,por 5 noches,https://www.airbnb.com.pe/rooms/1327769001248664049?search_mode=regular_search&adults=1&check_in=2025-07-09&check_out=2025-07-14&children=0&infants=0&pets=0&source_impression_id=p3_1752048297_P3JoGe8ng0wf7oMV&previous_page_section_name=1000&federated_search_id=96a528a3-5209-40ef-bb40-7202e5eb31e0
Lambayeque,Apartamento en Lambayeque,Mini departamento en Lambayeque,S/380,por 5 noches,https://www.airbnb.com.pe/rooms/1282962208427901638?search_mode=regular_search&adults=1&check_in=2025-07-29&check_out=2025-08-03&children=0&infants=0&pets=0&source_impression_id=p3_1752048297_P3zPsGyoyT7ewDMX&previous_page_section_name=1000&federated_search_id=96a528a3-5209-40ef-bb40-7202e5eb31e0
Lambayeque,Habitación en Lambayeque,Alquilo habitación en Lambayeque,S/292,por 5 noches,https://www.airbnb.com.pe/rooms/1055781285369727488?search_mode=regular_search&adults=1&category_tag=Tag%3A8678&check_in=2025-07-10&check_out=2025-07-15&children=0&infants=0&pets=0&photo_id=1810393610&source_impression_id=p3_1752048297_P3n0Woi8c0KvJtjt&previous_page_section_name=1000&federated_search_id=96a528a3-5209-40ef-bb40-7202e5eb31e0
Lambayeque,Habitación en Lambayeque,Habitación en la ciudad de Lambayeque,S/234,por 5 noches,https://www.airbnb.com.pe/rooms/16119233?search_mode=regular_search&adults=1&category_tag=Tag%3A8678&check_in=2025-07-10&check_out=2025-07-15&children=0&infants=0&pets=0&photo_id=632781571&source_impression_id=p3_1752048297_P33oSsRIEw2bjg31&previous_page_section_name=1000&federated_search_id=96a528a3-5209-40ef-bb40-7202e5eb31e0
Lambayeque,Apartamento en Lambayeque,[A] Encantador apartamento - Lambayeque,S/724,por 5 noches,https://www.airbnb.com.pe/rooms/1045681393561529938?search_mode=regular_search&adults=1&check_in=2025-07-17&check_out=2025-07-22&children=0&infants=0&pets=0&source_impression_id=p3_1752048297_P3lmbY85v-d0w2Tb&previous_page_section_name=1000&federated_search_id=96a528a3-5209-40ef-bb40-7202e5eb31e0
Lambayeque,Apartamento en Lambayeque,Bonito Departamento en el Corazón de Lambayeque,"S/1,368",por 5 noches,https://www.airbnb.com.pe/rooms/38625335?search_mode=regular_search&adults=1&check_in=2025-07-18&check_out=2025-07-23&children=0&infants=0&pets=0&source_impression_id=p3_1752048297_P3CqtnqKusKiwPWp&previous_page_section_name=1000&federated_search_id=96a528a3-5209-40ef-bb40-7202e5eb31e0
